0.79749E-05 0.39485E-07 0.00000E+01 208613 0 0 11584 0.14510E+10 0.00000E+01 0.79749E-05 0.00000E+01 0.00000E+01 0
1 7.8714e-06 2.2126e-07 1.8433 0.00022662 7.8714e-06
2 7.7367e-06 1.2001e-07 1.4385 0.00020511 7.7367e-06
3 7.9979e-06 7.7124e-08 1.2647 0.0002397 7.9979e-06
4 7.5035e-06 2.1091e-07 1.8432 0.00023014 7.5035e-06
5 7.7713e-06 1.2726e-07 1.5186 0.00034644 7.7713e-06
6 8.1318e-06 8.8302e-08 1.4241 0.00056037 8.1318e-06
7 8.7566e-06 6.1348e-07 3.2485 0.00056785 8.7566e-06
8 8.0947e-06 2.7327e-07 2.2138 0.00048847 8.0947e-06
9 7.7671e-06 1.1583e-07 1.383 0.00024437 7.7671e-06
10 7.7929e-06 2.4015e-07 2.0208 0.00035304 7.7929e-06
11 8.0668e-06 1.4838e-07 1.7058 0.00058224 8.0668e-06
12 8.1233e-06 7.9613e-08 1.2853 0.00025145 8.1233e-06
13 7.997e-06 3.1703e-07 2.5996 0.00095842 7.997e-06
14 7.8763e-06 1.2392e-07 1.4591 0.00016328 7.8763e-06
15 8.1678e-06 8.9887e-08 1.4433 0.00072152 8.1678e-06
16 7.6788e-06 2.3051e-07 1.9685 0.0002693 7.6788e-06
17 7.9444e-06 1.2751e-07 1.4884 0.000247 7.9444e-06
18 7.9119e-06 8.063e-08 1.3365 0.0004283 7.9119e-06
19 7.7938e-06 2.1769e-07 1.8316 0.00020485 7.7938e-06
20 7.8695e-06 1.2452e-07 1.4674 0.00028528 7.8695e-06
21 8.0983e-06 7.8228e-08 1.2669 0.00022862 8.0983e-06
<lo_statistics>
<cumulated_time> 180.86327500000002 </cumulated_time>
</lo_statistics>
