# W [GeV]    S_gg [GeV^-1]
1.000000e+01    1.686094e-03
1.015366e+01    1.653004e-03
1.030968e+01    1.618392e-03
1.046809e+01    1.584599e-03
1.062894e+01    1.551488e-03
1.079226e+01    1.521264e-03
1.112648e+01    1.457723e-03
1.129744e+01    1.427267e-03
1.182627e+01    1.340616e-03
1.219250e+01    1.285054e-03
1.295934e+01    1.182016e-03
1.315847e+01    1.156889e-03
1.336066e+01    1.133241e-03
1.356595e+01    1.110161e-03
1.398606e+01    1.063404e-03
1.420097e+01    1.040848e-03
1.441917e+01    1.018867e-03
1.486570e+01    9.766309e-04
1.532606e+01    9.352704e-04
1.556155e+01    9.156010e-04
1.604346e+01    8.778467e-04
1.628998e+01    8.591468e-04
1.654029e+01    8.405742e-04
1.705250e+01    8.047398e-04
1.731453e+01    7.884073e-04
1.758058e+01    7.713514e-04
1.785072e+01    7.552802e-04
1.812501e+01    7.386248e-04
1.840351e+01    7.230507e-04
1.868629e+01    7.077619e-04
1.897342e+01    6.925603e-04
1.926496e+01    6.770419e-04
1.956099e+01    6.623630e-04
1.986155e+01    6.490660e-04
2.016674e+01    6.346483e-04
2.047662e+01    6.208263e-04
2.079126e+01    6.068872e-04
2.111073e+01    5.947923e-04
2.143512e+01    5.815469e-04
2.176448e+01    5.686128e-04
2.209891e+01    5.566792e-04
2.243848e+01    5.441207e-04
2.278326e+01    5.326938e-04
2.313334e+01    5.209934e-04
2.348881e+01    5.098240e-04
2.384973e+01    4.988771e-04
2.421620e+01    4.879512e-04
2.458830e+01    4.770806e-04
2.496612e+01    4.665071e-04
2.534974e+01    4.562597e-04
2.573926e+01    4.461374e-04
2.613476e+01    4.363108e-04
2.653634e+01    4.268830e-04
2.694409e+01    4.174489e-04
2.735811e+01    4.081615e-04
2.907878e+01    3.732152e-04
2.952560e+01    3.650841e-04
2.997928e+01    3.566586e-04
3.043993e+01    3.486455e-04
3.090767e+01    3.408438e-04
3.138259e+01    3.330480e-04
3.186480e+01    3.258306e-04
3.235443e+01    3.183410e-04
3.285158e+01    3.111664e-04
3.335637e+01    3.043638e-04
3.386892e+01    2.974245e-04
3.438934e+01    2.908903e-04
3.545430e+01    2.778762e-04
3.599908e+01    2.715569e-04
3.768417e+01    2.534058e-04
3.826321e+01    2.475540e-04
3.885116e+01    2.420187e-04
3.944814e+01    2.361991e-04
4.005429e+01    2.308495e-04
4.066975e+01    2.255058e-04
4.129467e+01    2.203856e-04
4.192920e+01    2.153574e-04
4.257347e+01    2.103912e-04
4.322765e+01    2.054505e-04
4.389187e+01    2.006677e-04
4.456630e+01    1.959278e-04
4.525110e+01    1.913582e-04
4.594642e+01    1.869725e-04
4.736927e+01    1.784117e-04
4.809713e+01    1.742428e-04
4.883618e+01    1.700170e-04
4.958659e+01    1.661509e-04
5.034853e+01    1.621260e-04
5.270530e+01    1.509611e-04
5.351516e+01    1.473075e-04
5.433746e+01    1.438841e-04
5.517240e+01    1.404043e-04
5.688096e+01    1.337888e-04
5.775498e+01    1.306332e-04
5.864242e+01    1.273623e-04
5.954351e+01    1.243880e-04
6.045844e+01    1.213387e-04
6.138743e+01    1.183979e-04
6.233070e+01    1.155524e-04
6.328846e+01    1.127923e-04
6.426093e+01    1.100058e-04
6.524835e+01    1.072572e-04
6.625094e+01    1.046867e-04
6.726894e+01    1.020597e-04
6.830258e+01    9.960548e-05
6.935210e+01    9.712293e-05
7.041775e+01    9.472970e-05
7.149977e+01    9.240720e-05
7.259842e+01    9.010307e-05
7.371395e+01    8.782794e-05
7.484662e+01    8.566592e-05
7.599669e+01    8.349036e-05
7.716444e+01    8.146231e-05
7.835013e+01    7.940016e-05
7.955404e+01    7.739261e-05
8.077645e+01    7.541903e-05
8.201764e+01    7.355778e-05
8.327791e+01    7.164673e-05
8.455754e+01    6.985367e-05
8.585683e+01    6.809044e-05
8.717608e+01    6.634973e-05
8.851561e+01    6.460601e-05
8.987572e+01    6.294014e-05
9.125673e+01    6.135192e-05
9.265896e+01    5.975759e-05
9.408273e+01    5.821876e-05
9.552839e+01    5.670472e-05
9.699626e+01    5.520863e-05
9.848668e+01    5.383021e-05
1.000000e+02    5.239693e-05
1.030968e+02    4.968171e-05
1.062894e+02    4.709898e-05
1.079226e+02    4.583708e-05
1.095810e+02    4.462713e-05
1.112648e+02    4.345119e-05
1.129744e+02    4.228410e-05
1.147104e+02    4.115551e-05
1.164730e+02    4.006008e-05
1.182627e+02    3.898525e-05
1.219250e+02    3.688688e-05
1.257007e+02    3.491021e-05
1.276322e+02    3.394905e-05
1.295934e+02    3.302143e-05
1.315847e+02    3.210983e-05
1.336066e+02    3.121884e-05
1.356595e+02    3.037895e-05
1.377440e+02    2.952994e-05
1.398606e+02    2.871324e-05
1.420097e+02    2.791012e-05
1.441917e+02    2.712798e-05
1.464074e+02    2.635888e-05
1.509413e+02    2.489407e-05
1.532606e+02    2.419871e-05
1.556155e+02    2.349355e-05
1.580067e+02    2.284243e-05
1.604346e+02    2.217371e-05
1.628998e+02    2.155050e-05
1.679444e+02    2.032354e-05
1.705250e+02    1.973900e-05
1.731453e+02    1.916051e-05
1.758058e+02    1.860916e-05
1.785072e+02    1.805470e-05
1.812501e+02    1.752748e-05
1.840351e+02    1.701542e-05
1.868629e+02    1.651605e-05
1.897342e+02    1.602405e-05
1.956099e+02    1.508750e-05
1.986155e+02    1.462936e-05
2.016674e+02    1.420038e-05
2.047662e+02    1.376366e-05
2.079126e+02    1.335325e-05
2.111073e+02    1.294501e-05
2.176448e+02    1.216983e-05
2.209891e+02    1.179873e-05
2.243848e+02    1.143793e-05
2.278326e+02    1.108927e-05
2.313334e+02    1.074148e-05
2.348881e+02    1.040917e-05
2.384973e+02    1.008335e-05
2.421620e+02    9.766670e-06
2.458830e+02    9.460927e-06
2.534974e+02    8.876149e-06
2.613476e+02    8.322444e-06
2.694409e+02    7.798189e-06
2.735811e+02    7.544543e-06
2.777849e+02    7.301783e-06
2.820533e+02    7.064807e-06
2.863872e+02    6.835520e-06
2.907878e+02    6.609323e-06
2.952560e+02    6.395398e-06
2.997928e+02    6.184152e-06
3.043993e+02    5.976733e-06
3.090767e+02    5.777601e-06
3.138259e+02    5.587700e-06
3.186480e+02    5.398744e-06
3.235443e+02    5.217863e-06
3.285158e+02    5.040709e-06
3.386892e+02    4.704356e-06
3.438934e+02    4.545068e-06
3.491776e+02    4.388306e-06
3.545430e+02    4.236537e-06
3.599908e+02    4.089346e-06
3.711389e+02    3.809946e-06
3.768417e+02    3.675203e-06
3.826321e+02    3.545442e-06
3.885116e+02    3.421174e-06
3.944814e+02    3.298518e-06
4.066975e+02    3.067273e-06
4.129467e+02    2.956378e-06
4.192920e+02    2.848151e-06
4.257347e+02    2.746130e-06
4.389187e+02    2.547679e-06
4.456630e+02    2.454289e-06
4.525110e+02    2.363052e-06
4.594642e+02    2.275584e-06
4.665242e+02    2.189634e-06
4.736927e+02    2.106454e-06
4.883618e+02    1.949301e-06
4.958659e+02    1.875768e-06
5.034853e+02    1.802749e-06
5.270530e+02    1.600612e-06
5.351516e+02    1.538030e-06
5.433746e+02    1.477710e-06
5.517240e+02    1.418654e-06
5.602016e+02    1.362504e-06
5.688096e+02    1.307138e-06
5.775498e+02    1.254747e-06
5.954351e+02    1.153804e-06
6.045844e+02    1.106149e-06
6.138743e+02    1.060730e-06
6.233070e+02    1.016487e-06
6.328846e+02    9.742212e-07
6.426093e+02    9.335032e-07
6.524835e+02    8.937257e-07
6.625094e+02    8.557905e-07
6.726894e+02    8.190029e-07
6.830258e+02    7.836818e-07
6.935210e+02    7.495731e-07
7.149977e+02    6.852425e-07
7.371395e+02    6.255120e-07
7.484662e+02    5.973430e-07
7.599669e+02    5.706117e-07
7.716444e+02    5.446499e-07
7.835013e+02    5.194738e-07
7.955404e+02    4.954703e-07
8.077645e+02    4.727744e-07
