# W0 [GeV]	Sigma_LHeC [pb]	Sigma_muLHC [pb]	Sigma_FCCmuh [pb]
6.76233020e+02	3.90792462e-07	3.06150921e-05	1.62324094e-04
6.78376151e+02	3.79580130e-07	3.02509725e-05	1.60684592e-04
6.80526075e+02	3.68332264e-07	2.98856990e-05	1.59039895e-04
6.82682812e+02	3.57048752e-07	2.95192678e-05	1.57389985e-04
6.84846384e+02	3.46849135e-07	2.91653938e-05	1.55779055e-04
6.87016813e+02	3.36828798e-07	2.88129910e-05	1.54171375e-04
6.89194120e+02	3.26776706e-07	2.84594713e-05	1.52558599e-04
6.91378328e+02	3.16692755e-07	2.81048312e-05	1.50940712e-04
6.93569458e+02	3.06615643e-07	2.77494147e-05	1.49318840e-04
6.95767532e+02	2.98227495e-07	2.74082863e-05	1.47742490e-04
6.97972573e+02	2.89812763e-07	2.70660768e-05	1.46161144e-04
7.00184601e+02	2.81371363e-07	2.67227827e-05	1.44574787e-04
7.02403641e+02	2.72903210e-07	2.63784007e-05	1.42983402e-04
7.04629712e+02	2.64408220e-07	2.60360881e-05	1.41397362e-04
7.06862839e+02	2.55886307e-07	2.57051286e-05	1.39847174e-04
7.09103043e+02	2.47337387e-07	2.53731202e-05	1.38292073e-04
7.11350347e+02	2.38761373e-07	2.50400597e-05	1.36732043e-04
7.13604772e+02	2.30158180e-07	2.47059436e-05	1.35167070e-04
7.15866343e+02	2.22327593e-07	2.43765995e-05	1.33616749e-04
7.18135081e+02	2.15758902e-07	2.40555916e-05	1.32093063e-04
7.20411009e+02	2.09169394e-07	2.37335664e-05	1.30564548e-04
7.22694150e+02	2.02559002e-07	2.34105206e-05	1.29031189e-04
7.24984527e+02	1.95927660e-07	2.30864510e-05	1.27492970e-04
7.27282163e+02	1.89275302e-07	2.27736423e-05	1.25991737e-04
7.29587080e+02	1.82601862e-07	2.24693362e-05	1.24518089e-04
7.31899302e+02	1.75907271e-07	2.21640657e-05	1.23039771e-04
7.34218852e+02	1.69191465e-07	2.18578278e-05	1.21556767e-04
7.36545753e+02	1.62454374e-07	2.15506193e-05	1.20069064e-04
7.38880029e+02	1.56719815e-07	2.12424372e-05	1.18576646e-04
7.41221702e+02	1.51317467e-07	2.09332784e-05	1.17079498e-04
7.43570797e+02	1.45897997e-07	2.06231398e-05	1.15577605e-04
7.45927336e+02	1.40461352e-07	2.03120183e-05	1.14070953e-04
7.48291344e+02	1.35007477e-07	1.99999108e-05	1.12559525e-04
7.50662844e+02	1.30262994e-07	1.97068691e-05	1.11111931e-04
7.53041860e+02	1.25561503e-07	1.94145001e-05	1.09665230e-04
7.55428415e+02	1.20845112e-07	1.91212046e-05	1.08213943e-04
7.57822534e+02	1.16113773e-07	1.88269795e-05	1.06758057e-04
7.60224241e+02	1.11443319e-07	1.85339930e-05	1.05302690e-04
7.62633559e+02	1.07392350e-07	1.82582261e-05	1.03885621e-04
7.65050512e+02	1.03328543e-07	1.79815853e-05	1.02464061e-04
7.67475126e+02	9.92518562e-08	1.77040677e-05	1.01037995e-04
7.69907423e+02	9.51622500e-08	1.74256706e-05	9.96074097e-05
7.72347429e+02	9.13183158e-08	1.71463911e-05	9.81925445e-05
7.74795168e+02	8.81032294e-08	1.68662266e-05	9.68233950e-05
7.77250665e+02	8.48779537e-08	1.65851742e-05	9.54499064e-05
7.79713943e+02	8.16424564e-08	1.63032311e-05	9.40720649e-05
7.82185028e+02	7.83967050e-08	1.60203944e-05	9.26898567e-05
7.84663945e+02	7.51406672e-08	1.57461318e-05	9.13032679e-05
7.87150718e+02	7.18743103e-08	1.54817559e-05	8.99122848e-05
7.89645371e+02	6.85976016e-08	1.52165421e-05	8.85168934e-05
7.92147931e+02	6.53105082e-08	1.49504878e-05	8.71170796e-05
7.94658423e+02	6.20129974e-08	1.46835903e-05	8.57128295e-05
7.97176870e+02	5.92324216e-08	1.44241817e-05	8.43498964e-05
7.99703299e+02	5.67281694e-08	1.41684573e-05	8.30073885e-05
8.02237735e+02	5.42159806e-08	1.39119224e-05	8.16606258e-05
8.04780203e+02	5.16958302e-08	1.36545746e-05	8.03095949e-05
8.07330728e+02	4.91676929e-08	1.33964111e-05	7.89542823e-05
8.09889337e+02	4.71477201e-08	1.31478291e-05	7.76327515e-05
8.12456055e+02	4.52270536e-08	1.29005890e-05	7.63148303e-05
8.15030907e+02	4.33003001e-08	1.26525653e-05	7.49927323e-05
8.17613919e+02	4.13674403e-08	1.24037556e-05	7.36664443e-05
8.20205118e+02	3.94284548e-08	1.21542923e-05	7.23364509e-05
8.22804528e+02	3.74833243e-08	1.19161157e-05	7.10468157e-05
8.25412177e+02	3.55320292e-08	1.16771843e-05	6.97530934e-05
8.28028090e+02	3.35745501e-08	1.14374957e-05	6.84552711e-05
8.30652293e+02	3.16108672e-08	1.11970474e-05	6.71533356e-05
8.33284813e+02	2.97464680e-08	1.09581081e-05	6.58557723e-05
8.35925676e+02	2.83212829e-08	1.07279926e-05	6.45899505e-05
8.38574908e+02	2.68915810e-08	1.04971479e-05	6.33201170e-05
8.41232537e+02	2.54573481e-08	1.02655715e-05	6.20462591e-05
8.43898588e+02	2.40185697e-08	1.00332612e-05	6.07683640e-05
8.46573088e+02	2.26834437e-08	9.80452993e-06	5.95028029e-05
8.49256065e+02	2.15265347e-08	9.58234923e-06	5.82608543e-05
8.51947544e+02	2.03659592e-08	9.35946440e-06	5.70149698e-05
8.54647553e+02	1.92017056e-08	9.13587320e-06	5.57651368e-05
8.57356119e+02	1.80337622e-08	8.91157339e-06	5.45113428e-05
8.60073270e+02	1.69990308e-08	8.69278285e-06	5.32771807e-05
8.62799031e+02	1.60716468e-08	8.47832480e-06	5.20581805e-05
8.65533431e+02	1.51413237e-08	8.26318709e-06	5.08353171e-05
8.68276497e+02	1.42080522e-08	8.04736756e-06	4.96085781e-05
8.71028257e+02	1.32718230e-08	7.83086405e-06	4.83779514e-05
8.73788737e+02	1.24854229e-08	7.62174374e-06	4.71745513e-05
8.76557966e+02	1.17518995e-08	7.41488478e-06	4.59786168e-05
8.79335971e+02	1.10160514e-08	7.20737024e-06	4.47788921e-05
8.82122780e+02	1.02778712e-08	6.99919804e-06	4.35753653e-05
8.84918421e+02	9.53735151e-09	6.79036610e-06	4.23680242e-05
8.87722923e+02	8.95291325e-09	6.59063343e-06	4.11955433e-05
8.90536312e+02	8.38133916e-09	6.39117447e-06	4.00229402e-05
8.93358617e+02	7.80795363e-09	6.19108339e-06	3.88466209e-05
8.96189868e+02	7.23275091e-09	5.99035817e-06	3.76665735e-05
8.99030090e+02	6.66936520e-09	5.78998881e-06	3.64867294e-05
9.01879315e+02	6.23292428e-09	5.59834672e-06	3.53403589e-05
9.04737569e+02	5.79510018e-09	5.40609728e-06	3.41903554e-05
9.07604881e+02	5.35588852e-09	5.21323856e-06	3.30367072e-05
9.10481281e+02	4.91528491e-09	5.01976862e-06	3.18794029e-05
9.13366796e+02	4.50508466e-09	4.82977226e-06	3.07296937e-05
9.16261457e+02	4.17681815e-09	4.64987049e-06	2.96058206e-05
9.19165291e+02	3.84751129e-09	4.46939857e-06	2.84783856e-05
9.22078328e+02	3.51716078e-09	4.28835469e-06	2.73473776e-05
9.25000597e+02	3.18576333e-09	4.10673704e-06	2.62127852e-05
9.27932128e+02	2.89513684e-09	3.92454381e-06	2.50928158e-05
9.30872949e+02	2.65324536e-09	3.74177317e-06	2.39909288e-05
9.33823090e+02	2.41058728e-09	3.55842329e-06	2.28855496e-05
9.36782581e+02	2.16716017e-09	3.37449233e-06	2.17766673e-05
9.39751451e+02	1.92296158e-09	3.18997845e-06	2.06642707e-05
9.42729731e+02	1.72359387e-09	3.01418460e-06	1.95734468e-05
9.45717449e+02	1.54946615e-09	2.84311228e-06	1.84934043e-05
9.48714635e+02	1.37478658e-09	2.67149779e-06	1.74099389e-05
9.51721321e+02	1.19955341e-09	2.49933941e-06	1.63230398e-05
9.54737535e+02	1.02376489e-09	2.32663543e-06	1.52326960e-05
9.57763309e+02	8.92197882e-10	2.16092075e-06	1.41710409e-05
9.60798671e+02	7.70112635e-10	1.99634694e-06	1.31131270e-05
9.63843654e+02	6.47640472e-10	1.83125156e-06	1.20518603e-05
9.66898287e+02	5.24780168e-10	1.66563295e-06	1.09872303e-05
9.69962600e+02	4.01530493e-10	1.49948946e-06	9.91922615e-06
