# W [GeV]    S_gg [GeV^-1]
1.000000e+01    1.378682e-03
1.046809e+01    1.282849e-03
1.079226e+01    1.222208e-03
1.095810e+01    1.192288e-03
1.112648e+01    1.164881e-03
1.129744e+01    1.136207e-03
1.164730e+01    1.081553e-03
1.200799e+01    1.030164e-03
1.237985e+01    9.807300e-04
1.257007e+01    9.572370e-04
1.276322e+01    9.340527e-04
1.295934e+01    9.111096e-04
1.315847e+01    8.892547e-04
1.356595e+01    8.461209e-04
1.377440e+01    8.250891e-04
1.420097e+01    7.850731e-04
1.441917e+01    7.656091e-04
1.464074e+01    7.469085e-04
1.486570e+01    7.288718e-04
1.509413e+01    7.105946e-04
1.532606e+01    6.925501e-04
1.580067e+01    6.587923e-04
1.604346e+01    6.424635e-04
1.628998e+01    6.264818e-04
1.654029e+01    6.103375e-04
1.679444e+01    5.955631e-04
1.705250e+01    5.802549e-04
1.758058e+01    5.518838e-04
1.785072e+01    5.378128e-04
1.812501e+01    5.241127e-04
1.840351e+01    5.108210e-04
1.868629e+01    4.979697e-04
1.897342e+01    4.852065e-04
1.926496e+01    4.729122e-04
1.956099e+01    4.610120e-04
2.016674e+01    4.376295e-04
2.047662e+01    4.264282e-04
2.079126e+01    4.154808e-04
2.111073e+01    4.046556e-04
2.143512e+01    3.944020e-04
2.176448e+01    3.841375e-04
2.209891e+01    3.743573e-04
2.243848e+01    3.644410e-04
2.278326e+01    3.550879e-04
2.313334e+01    3.459126e-04
2.348881e+01    3.368680e-04
2.384973e+01    3.280447e-04
2.421620e+01    3.193779e-04
2.458830e+01    3.110075e-04
2.534974e+01    2.949143e-04
2.573926e+01    2.872442e-04
2.613476e+01    2.796097e-04
2.653634e+01    2.720964e-04
2.735811e+01    2.578333e-04
2.777849e+01    2.508940e-04
2.863872e+01    2.377119e-04
2.907878e+01    2.312629e-04
2.952560e+01    2.251767e-04
2.997928e+01    2.190603e-04
3.043993e+01    2.131669e-04
3.090767e+01    2.074585e-04
3.138259e+01    2.016384e-04
3.235443e+01    1.908808e-04
3.285158e+01    1.857026e-04
3.335637e+01    1.805916e-04
3.386892e+01    1.756905e-04
3.491776e+01    1.660696e-04
3.599908e+01    1.571252e-04
3.655223e+01    1.527427e-04
3.711389e+01    1.484748e-04
3.826321e+01    1.403315e-04
3.885116e+01    1.363387e-04
3.944814e+01    1.325291e-04
4.066975e+01    1.252005e-04
4.129467e+01    1.216415e-04
4.192920e+01    1.181625e-04
4.322765e+01    1.115807e-04
4.389187e+01    1.083687e-04
4.456630e+01    1.052333e-04
4.525110e+01    1.022629e-04
4.594642e+01    9.929238e-05
4.665242e+01    9.637028e-05
4.809713e+01    9.090083e-05
4.883618e+01    8.828282e-05
5.034853e+01    8.320914e-05
5.112217e+01    8.067760e-05
5.190770e+01    7.833576e-05
5.270530e+01    7.603779e-05
5.433746e+01    7.158990e-05
5.517240e+01    6.948754e-05
5.602016e+01    6.738378e-05
5.775498e+01    6.341029e-05
5.864242e+01    6.149298e-05
5.954351e+01    5.963542e-05
6.045844e+01    5.784510e-05
6.138743e+01    5.607790e-05
6.233070e+01    5.436741e-05
6.328846e+01    5.269140e-05
6.426093e+01    5.107448e-05
6.524835e+01    4.950574e-05
6.625094e+01    4.797769e-05
6.830258e+01    4.504736e-05
6.935210e+01    4.364470e-05
7.041775e+01    4.226678e-05
7.149977e+01    4.093171e-05
7.259842e+01    3.963518e-05
7.484662e+01    3.716784e-05
7.599669e+01    3.599725e-05
7.835013e+01    3.371016e-05
7.955404e+01    3.262771e-05
8.201764e+01    3.054869e-05
8.455754e+01    2.860038e-05
8.717608e+01    2.674977e-05
8.851561e+01    2.586075e-05
8.987572e+01    2.500225e-05
9.125673e+01    2.416934e-05
9.265896e+01    2.336679e-05
9.408273e+01    2.258100e-05
9.552839e+01    2.181932e-05
9.848668e+01    2.036700e-05
1.000000e+02    1.967792e-05
1.015366e+02    1.899077e-05
1.030968e+02    1.834013e-05
1.046809e+02    1.770451e-05
1.062894e+02    1.709820e-05
1.095810e+02    1.592524e-05
1.112648e+02    1.536232e-05
1.129744e+02    1.482086e-05
1.147104e+02    1.429580e-05
1.164730e+02    1.378597e-05
1.182627e+02    1.329496e-05
1.219250e+02    1.235615e-05
1.237985e+02    1.190431e-05
1.257007e+02    1.147228e-05
1.276322e+02    1.105413e-05
1.295934e+02    1.064437e-05
