# W [GeV]    S_gg [GeV^-1]
1.000000e+01    1.941430e-03
1.015366e+01    1.897573e-03
1.030968e+01    1.857276e-03
1.062894e+01    1.778443e-03
1.079226e+01    1.739051e-03
1.095810e+01    1.702553e-03
1.129744e+01    1.628436e-03
1.164730e+01    1.557141e-03
1.182627e+01    1.523515e-03
1.200799e+01    1.490526e-03
1.237985e+01    1.425256e-03
1.257007e+01    1.393656e-03
1.276322e+01    1.362171e-03
1.295934e+01    1.331633e-03
1.315847e+01    1.303204e-03
1.336066e+01    1.274809e-03
1.356595e+01    1.247084e-03
1.377440e+01    1.219594e-03
1.398606e+01    1.191429e-03
1.420097e+01    1.166086e-03
1.441917e+01    1.139983e-03
1.464074e+01    1.114500e-03
1.486570e+01    1.088846e-03
1.509413e+01    1.065434e-03
1.532606e+01    1.041405e-03
1.556155e+01    1.018842e-03
1.580067e+01    9.960720e-04
1.604346e+01    9.734097e-04
1.628998e+01    9.515335e-04
1.654029e+01    9.306469e-04
1.679444e+01    9.095636e-04
1.705250e+01    8.892335e-04
1.731453e+01    8.694584e-04
1.785072e+01    8.304769e-04
1.812501e+01    8.118854e-04
1.840351e+01    7.939509e-04
1.868629e+01    7.750642e-04
1.897342e+01    7.584307e-04
1.956099e+01    7.243763e-04
2.016674e+01    6.917547e-04
2.047662e+01    6.759411e-04
2.079126e+01    6.608925e-04
2.111073e+01    6.454106e-04
2.143512e+01    6.312723e-04
2.176448e+01    6.163269e-04
2.209891e+01    6.026917e-04
2.243848e+01    5.884658e-04
2.278326e+01    5.758355e-04
2.348881e+01    5.489490e-04
2.421620e+01    5.240303e-04
2.458830e+01    5.121792e-04
2.496612e+01    5.008898e-04
2.534974e+01    4.890883e-04
2.573926e+01    4.773931e-04
2.613476e+01    4.669405e-04
2.653634e+01    4.553541e-04
2.694409e+01    4.452730e-04
2.735811e+01    4.351535e-04
2.777849e+01    4.248491e-04
2.820533e+01    4.152984e-04
2.863872e+01    4.052939e-04
2.997928e+01    3.775179e-04
3.043993e+01    3.689117e-04
3.138259e+01    3.520791e-04
3.186480e+01    3.437673e-04
3.235443e+01    3.356746e-04
3.285158e+01    3.278220e-04
3.335637e+01    3.200207e-04
3.386892e+01    3.125409e-04
3.491776e+01    2.980769e-04
3.599908e+01    2.841982e-04
3.655223e+01    2.775930e-04
3.711389e+01    2.707842e-04
3.768417e+01    2.644143e-04
3.885116e+01    2.520256e-04
3.944814e+01    2.460448e-04
4.005429e+01    2.401185e-04
4.192920e+01    2.234195e-04
4.257347e+01    2.179692e-04
4.322765e+01    2.128698e-04
4.456630e+01    2.026125e-04
4.665242e+01    1.884119e-04
4.736927e+01    1.839331e-04
4.883618e+01    1.750902e-04
4.958659e+01    1.708424e-04
5.034853e+01    1.667334e-04
5.112217e+01    1.625308e-04
5.270530e+01    1.547993e-04
5.351516e+01    1.510864e-04
5.433746e+01    1.473683e-04
5.602016e+01    1.402267e-04
5.688096e+01    1.368069e-04
5.775498e+01    1.335388e-04
5.864242e+01    1.302513e-04
5.954351e+01    1.269695e-04
6.045844e+01    1.238579e-04
6.138743e+01    1.208916e-04
6.233070e+01    1.178408e-04
6.328846e+01    1.149737e-04
6.426093e+01    1.120862e-04
6.524835e+01    1.093444e-04
6.625094e+01    1.065875e-04
6.726894e+01    1.039006e-04
6.830258e+01    1.013132e-04
6.935210e+01    9.875965e-05
7.041775e+01    9.630154e-05
7.371395e+01    8.929466e-05
7.484662e+01    8.699377e-05
7.716444e+01    8.271067e-05
7.835013e+01    8.054703e-05
7.955404e+01    7.854850e-05
8.077645e+01    7.658785e-05
8.201764e+01    7.462768e-05
8.455754e+01    7.091251e-05
8.585683e+01    6.909796e-05
8.717608e+01    6.734167e-05
8.851561e+01    6.557980e-05
9.125673e+01    6.227986e-05
9.265896e+01    6.068865e-05
9.552839e+01    5.757639e-05
1.015366e+02    5.186275e-05
1.030968e+02    5.050857e-05
1.046809e+02    4.918616e-05
1.062894e+02    4.793416e-05
1.112648e+02    4.424749e-05
1.129744e+02    4.309246e-05
1.164730e+02    4.084007e-05
1.200799e+02    3.870838e-05
1.237985e+02    3.670830e-05
1.257007e+02    3.571932e-05
1.276322e+02    3.474370e-05
1.295934e+02    3.383614e-05
1.315847e+02    3.290988e-05
1.377440e+02    3.034335e-05
1.398606e+02    2.952504e-05
1.420097e+02    2.873368e-05
1.441917e+02    2.795664e-05
1.486570e+02    2.644445e-05
1.509413e+02    2.573414e-05
1.532606e+02    2.503733e-05
1.556155e+02    2.435149e-05
1.580067e+02    2.370614e-05
1.604346e+02    2.304953e-05
1.628998e+02    2.241208e-05
1.654029e+02    2.177618e-05
1.705250e+02    2.060709e-05
1.731453e+02    2.003976e-05
1.758058e+02    1.947729e-05
1.785072e+02    1.893315e-05
1.812501e+02    1.841131e-05
1.840351e+02    1.788654e-05
1.897342e+02    1.690427e-05
1.926496e+02    1.643235e-05
1.956099e+02    1.596266e-05
1.986155e+02    1.551062e-05
2.016674e+02    1.507269e-05
2.047662e+02    1.464758e-05
2.079126e+02    1.422951e-05
2.111073e+02    1.382785e-05
2.143512e+02    1.343048e-05
2.176448e+02    1.304636e-05
2.209891e+02    1.266698e-05
2.243848e+02    1.230553e-05
2.278326e+02    1.194357e-05
2.384973e+02    1.094024e-05
2.458830e+02    1.031048e-05
2.496612e+02    1.001147e-05
2.573926e+02    9.428477e-06
2.613476e+02    9.154701e-06
2.653634e+02    8.884737e-06
2.694409e+02    8.615494e-06
2.735811e+02    8.361754e-06
2.820533e+02    7.868961e-06
2.863872e+02    7.633031e-06
2.907878e+02    7.405018e-06
2.952560e+02    7.183723e-06
2.997928e+02    6.963134e-06
3.043993e+02    6.754643e-06
3.138259e+02    6.342907e-06
3.186480e+02    6.152248e-06
3.235443e+02    5.962862e-06
3.335637e+02    5.600369e-06
3.386892e+02    5.427860e-06
3.438934e+02    5.262516e-06
3.491776e+02    5.098798e-06
3.545430e+02    4.942726e-06
3.599908e+02    4.784900e-06
3.655223e+02    4.632938e-06
3.711389e+02    4.490667e-06
3.768417e+02    4.347386e-06
3.826321e+02    4.209530e-06
3.885116e+02    4.076087e-06
4.005429e+02    3.817378e-06
4.066975e+02    3.697021e-06
4.129467e+02    3.579355e-06
4.192920e+02    3.460625e-06
4.257347e+02    3.349560e-06
4.389187e+02    3.135853e-06
4.456630e+02    3.030887e-06
4.525110e+02    2.930915e-06
4.594642e+02    2.835584e-06
4.665242e+02    2.741930e-06
4.736927e+02    2.651308e-06
4.809713e+02    2.561535e-06
4.883618e+02    2.476494e-06
5.034853e+02    2.313619e-06
5.112217e+02    2.235818e-06
5.190770e+02    2.160359e-06
5.351516e+02    2.014098e-06
5.433746e+02    1.944956e-06
5.517240e+02    1.878432e-06
5.602016e+02    1.813671e-06
5.688096e+02    1.751426e-06
5.775498e+02    1.689869e-06
5.864242e+02    1.630795e-06
6.138743e+02    1.465060e-06
6.328846e+02    1.361604e-06
6.524835e+02    1.265725e-06
6.625094e+02    1.219293e-06
7.041775e+02    1.051571e-06
7.149977e+02    1.012859e-06
7.259842e+02    9.753044e-07
7.371395e+02    9.383759e-07
7.484662e+02    9.035222e-07
7.599669e+02    8.689498e-07
7.716444e+02    8.366674e-07
7.835013e+02    8.047467e-07
7.955404e+02    7.740163e-07
8.077645e+02    7.444577e-07
8.201764e+02    7.157470e-07
8.327791e+02    6.878063e-07
8.455754e+02    6.613397e-07
8.585683e+02    6.356625e-07
8.717608e+02    6.104199e-07
8.851561e+02    5.865381e-07
8.987572e+02    5.629788e-07
9.125673e+02    5.405380e-07
9.265896e+02    5.190934e-07
9.408273e+02    4.982730e-07
9.552839e+02    4.778599e-07
9.699626e+02    4.584382e-07
9.848668e+02    4.396263e-07
1.000000e+03    4.215475e-07
