# W [GeV]    S_gg [GeV^-1]
1.000000e+01    1.504064e-03
1.015366e+01    1.470507e-03
1.030968e+01    1.437625e-03
1.046809e+01    1.404729e-03
1.062894e+01    1.372524e-03
1.079226e+01    1.340225e-03
1.095810e+01    1.311396e-03
1.112648e+01    1.281420e-03
1.129744e+01    1.251185e-03
1.147104e+01    1.223077e-03
1.164730e+01    1.194788e-03
1.182627e+01    1.167198e-03
1.200799e+01    1.140352e-03
1.219250e+01    1.113768e-03
1.237985e+01    1.087668e-03
1.257007e+01    1.063069e-03
1.276322e+01    1.038586e-03
1.295934e+01    1.013828e-03
1.315847e+01    9.906115e-04
1.336066e+01    9.676441e-04
1.356595e+01    9.449391e-04
1.377440e+01    9.230724e-04
1.398606e+01    9.014496e-04
1.420097e+01    8.801576e-04
1.441917e+01    8.594876e-04
1.464074e+01    8.388375e-04
1.486570e+01    8.194518e-04
1.509413e+01    8.003347e-04
1.532606e+01    7.810862e-04
1.556155e+01    7.630619e-04
1.580067e+01    7.447081e-04
1.604346e+01    7.273451e-04
1.628998e+01    7.096143e-04
1.654029e+01    6.929747e-04
1.679444e+01    6.769078e-04
1.705250e+01    6.605500e-04
1.731453e+01    6.447724e-04
1.785072e+01    6.139640e-04
1.812501e+01    5.992494e-04
1.840351e+01    5.847555e-04
1.868629e+01    5.704232e-04
1.897342e+01    5.568179e-04
1.926496e+01    5.433918e-04
1.956099e+01    5.303006e-04
1.986155e+01    5.169446e-04
2.016674e+01    5.046492e-04
2.047662e+01    4.924562e-04
2.079126e+01    4.803537e-04
2.111073e+01    4.682200e-04
2.143512e+01    4.568602e-04
2.176448e+01    4.456894e-04
2.209891e+01    4.348043e-04
2.243848e+01    4.241221e-04
2.278326e+01    4.134783e-04
2.313334e+01    4.033229e-04
2.384973e+01    3.835305e-04
2.421620e+01    3.740452e-04
2.458830e+01    3.645948e-04
2.496612e+01    3.553887e-04
2.534974e+01    3.463644e-04
2.573926e+01    3.379342e-04
2.613476e+01    3.293652e-04
2.653634e+01    3.210343e-04
2.694409e+01    3.129013e-04
2.735811e+01    3.049482e-04
2.777849e+01    2.973319e-04
2.820533e+01    2.895542e-04
2.863872e+01    2.822726e-04
2.907878e+01    2.749894e-04
2.952560e+01    2.680524e-04
2.997928e+01    2.612589e-04
3.043993e+01    2.543885e-04
3.090767e+01    2.477752e-04
3.138259e+01    2.414341e-04
3.186480e+01    2.351660e-04
3.235443e+01    2.290448e-04
3.285158e+01    2.231951e-04
3.335637e+01    2.172661e-04
3.438934e+01    2.060122e-04
3.491776e+01    2.006706e-04
3.545430e+01    1.953673e-04
3.599908e+01    1.901799e-04
3.655223e+01    1.851102e-04
3.711389e+01    1.802952e-04
3.768417e+01    1.754087e-04
3.826321e+01    1.708364e-04
3.885116e+01    1.661894e-04
4.066975e+01    1.531063e-04
4.192920e+01    1.450151e-04
4.257347e+01    1.411177e-04
4.322765e+01    1.371800e-04
4.389187e+01    1.334220e-04
4.456630e+01    1.298329e-04
4.525110e+01    1.262315e-04
4.594642e+01    1.227765e-04
4.665242e+01    1.193849e-04
4.736927e+01    1.160834e-04
4.809713e+01    1.128827e-04
4.883618e+01    1.097103e-04
4.958659e+01    1.066946e-04
5.034853e+01    1.036742e-04
5.112217e+01    1.007600e-04
5.190770e+01    9.795323e-05
5.270530e+01    9.513249e-05
5.351516e+01    9.247004e-05
5.433746e+01    8.984021e-05
5.517240e+01    8.732959e-05
5.688096e+01    8.236601e-05
5.775498e+01    7.999174e-05
5.864242e+01    7.766049e-05
5.954351e+01    7.538599e-05
6.045844e+01    7.320367e-05
6.138743e+01    7.109503e-05
6.233070e+01    6.903995e-05
6.328846e+01    6.699988e-05
6.426093e+01    6.504760e-05
6.625094e+01    6.123358e-05
6.830258e+01    5.765906e-05
6.935210e+01    5.594079e-05
7.041775e+01    5.424695e-05
7.149977e+01    5.259545e-05
7.259842e+01    5.099362e-05
7.371395e+01    4.945406e-05
7.484662e+01    4.797276e-05
7.716444e+01    4.506377e-05
7.955404e+01    4.233456e-05
8.077645e+01    4.102350e-05
8.201764e+01    3.973802e-05
8.327791e+01    3.849215e-05
8.455754e+01    3.727950e-05
8.585683e+01    3.612469e-05
8.717608e+01    3.497174e-05
8.987572e+01    3.278520e-05
9.125673e+01    3.173727e-05
9.265896e+01    3.071318e-05
9.408273e+01    2.972319e-05
9.552839e+01    2.877332e-05
9.699626e+01    2.783461e-05
1.000000e+02    2.603069e-05
1.015366e+02    2.518201e-05
1.030968e+02    2.434378e-05
1.046809e+02    2.353412e-05
1.079226e+02    2.198150e-05
1.112648e+02    2.053214e-05
1.129744e+02    1.982933e-05
1.164730e+02    1.849404e-05
1.182627e+02    1.785712e-05
1.200799e+02    1.723493e-05
1.219250e+02    1.664205e-05
1.237985e+02    1.605376e-05
1.257007e+02    1.549137e-05
1.276322e+02    1.494649e-05
1.295934e+02    1.441520e-05
1.315847e+02    1.389991e-05
1.336066e+02    1.340231e-05
1.356595e+02    1.292279e-05
1.377440e+02    1.244689e-05
1.398606e+02    1.199551e-05
1.420097e+02    1.155559e-05
1.441917e+02    1.113203e-05
1.464074e+02    1.071821e-05
1.486570e+02    1.032183e-05
1.509413e+02    9.933612e-06
1.532606e+02    9.558182e-06
1.556155e+02    9.199587e-06
