# W0 [GeV]	Sigma_LHeC [pb]	Sigma_muLHC [pb]	Sigma_FCCmuh [pb]
3.29994920e+02	1.30535986e-03	9.73701807e-03	3.29518797e-02
3.33023940e+02	1.24518011e-03	9.43735826e-03	3.20829476e-02
3.36080764e+02	1.18850995e-03	9.16352700e-03	3.12454040e-02
3.39165647e+02	1.13290743e-03	8.89336702e-03	3.04157672e-02
3.42278845e+02	1.08071048e-03	8.62072724e-03	2.96176101e-02
3.45420620e+02	1.03014069e-03	8.34558490e-03	2.88335237e-02
3.48591233e+02	9.81353886e-04	8.06791703e-03	2.80650681e-02
3.51790949e+02	9.35449076e-04	7.81564250e-03	2.73242200e-02
3.55020035e+02	8.90685934e-04	7.56964104e-03	2.65931431e-02
3.58278761e+02	8.50222205e-04	7.33454918e-03	2.59061417e-02
3.61567399e+02	8.09387061e-04	7.10429620e-03	2.52128343e-02
3.64886223e+02	7.68177091e-04	6.87959733e-03	2.45131630e-02
3.68235511e+02	7.30847279e-04	6.66409435e-03	2.38539361e-02
3.71615542e+02	6.94623109e-04	6.45115845e-03	2.32047963e-02
3.75026598e+02	6.60776133e-04	6.24783453e-03	2.25807418e-02
3.78468964e+02	6.28000266e-04	6.04870400e-03	2.19748842e-02
3.81942927e+02	5.96478991e-04	5.85456688e-03	2.13903970e-02
3.85448778e+02	5.66874299e-04	5.66848025e-03	2.08005449e-02
3.88986809e+02	5.38037514e-04	5.48466971e-03	2.02119010e-02
3.92557316e+02	5.12155434e-04	5.30929480e-03	1.96609290e-02
3.96160596e+02	4.86035784e-04	5.13744332e-03	1.91192714e-02
3.99796951e+02	4.59676381e-04	4.96995022e-03	1.85892606e-02
4.03466684e+02	4.37385085e-04	4.81324276e-03	1.80779899e-02
4.07170101e+02	4.15998901e-04	4.65826975e-03	1.75717192e-02
4.10907512e+02	3.94416414e-04	4.50187425e-03	1.70857434e-02
4.14679229e+02	3.72635822e-04	4.35090392e-03	1.66078457e-02
4.18485566e+02	3.50655306e-04	4.20669705e-03	1.61404554e-02
4.22326842e+02	3.31610525e-04	4.06845504e-03	1.56895306e-02
4.26203376e+02	3.13435277e-04	3.93195713e-03	1.52430665e-02
4.30115494e+02	2.96582663e-04	3.80197343e-03	1.48147657e-02
4.34063520e+02	2.80288174e-04	3.67456688e-03	1.43934460e-02
4.38047786e+02	2.64714023e-04	3.55059203e-03	1.39815765e-02
4.42068623e+02	2.50146291e-04	3.43728278e-03	1.35841155e-02
4.46126367e+02	2.35919610e-04	3.32622696e-03	1.31906210e-02
4.50221357e+02	2.22768395e-04	3.21415176e-03	1.28133956e-02
4.54353935e+02	2.10056768e-04	3.10104782e-03	1.24422417e-02
4.58524446e+02	1.97930966e-04	2.98690570e-03	1.20796348e-02
4.62733238e+02	1.86604803e-04	2.88322382e-03	1.17296072e-02
4.66980663e+02	1.75555139e-04	2.78263428e-03	1.13840642e-02
4.71267074e+02	1.65377859e-04	2.68703432e-03	1.10611846e-02
4.75592831e+02	1.55549340e-04	2.59331004e-03	1.07353412e-02
4.79958294e+02	1.46200252e-04	2.50227232e-03	1.04065069e-02
4.84363827e+02	1.37795222e-04	2.41500978e-03	1.00963529e-02
4.88809798e+02	1.29623385e-04	2.32890644e-03	9.79163904e-03
4.93296580e+02	1.21376539e-04	2.24715291e-03	9.49987366e-03
4.97824545e+02	1.13595275e-04	2.16699584e-03	9.21263079e-03
5.02394072e+02	1.06459146e-04	2.08920989e-03	8.93228370e-03
5.07005543e+02	9.98196197e-05	2.01467553e-03	8.66722170e-03
5.11659343e+02	9.33581807e-05	1.94115747e-03	8.40531337e-03
5.16355860e+02	8.74517585e-05	1.87143563e-03	8.14100099e-03
5.21095486e+02	8.17564936e-05	1.80305720e-03	7.88398848e-03
5.25878617e+02	7.63699865e-05	1.73674947e-03	7.63784893e-03
5.30705653e+02	7.13705870e-05	1.67320693e-03	7.40025662e-03
5.35576995e+02	6.65128966e-05	1.61054356e-03	7.16517068e-03
5.40493052e+02	6.20952922e-05	1.55118357e-03	6.94038178e-03
5.45454233e+02	5.78402629e-05	1.49296354e-03	6.71896218e-03
5.50460953e+02	5.38302097e-05	1.43656507e-03	6.50310672e-03
5.55513630e+02	5.01167643e-05	1.38252876e-03	6.29463643e-03
5.60612685e+02	4.65140747e-05	1.32925659e-03	6.08836091e-03
5.65758544e+02	4.32546157e-05	1.27885043e-03	5.89121604e-03
5.70951637e+02	4.01190185e-05	1.23004859e-03	5.69916017e-03
5.76192397e+02	3.71756907e-05	1.18376998e-03	5.51525779e-03
5.81481263e+02	3.44593827e-05	1.13706658e-03	5.32966737e-03
5.86818674e+02	3.18296319e-05	1.09028996e-03	5.14357902e-03
5.92205078e+02	2.94662675e-05	1.04757905e-03	4.97102794e-03
5.97640924e+02	2.71963940e-05	1.00567043e-03	4.80101087e-03
6.03126665e+02	2.50758993e-05	9.65142031e-04	4.63551839e-03
6.08662759e+02	2.31265237e-05	9.26324980e-04	4.47562687e-03
6.14249670e+02	2.12436981e-05	8.88081943e-04	4.31745530e-03
6.19887862e+02	1.95635328e-05	8.51993408e-04	4.16650909e-03
6.25577808e+02	1.79527990e-05	8.16581581e-04	4.01772994e-03
6.31319981e+02	1.64562165e-05	7.82376325e-04	3.87298336e-03
6.37114862e+02	1.50868759e-05	7.49610529e-04	3.73315789e-03
6.42962934e+02	1.37680754e-05	7.17335603e-04	3.59509723e-03
6.48864686e+02	1.26016119e-05	6.86914813e-04	3.46698810e-03
6.54820609e+02	1.14858582e-05	6.57062946e-04	3.33770305e-03
6.60831202e+02	1.04558346e-05	6.28262422e-04	3.20723130e-03
6.66896967e+02	9.51851424e-06	6.00675783e-04	3.08394133e-03
6.73018408e+02	8.61880083e-06	5.73510806e-04	2.96313846e-03
6.79196039e+02	7.83124924e-06	5.47949241e-04	2.84805531e-03
6.85430373e+02	7.08013520e-06	5.22862903e-04	2.73456234e-03
6.91721933e+02	6.39231263e-06	4.98687265e-04	2.62428141e-03
6.98071243e+02	5.80043993e-06	4.75533067e-04	2.51770356e-03
7.04478833e+02	5.24393828e-06	4.52739791e-04	2.41232347e-03
7.10945239e+02	4.68232851e-06	4.31319093e-04	2.31200029e-03
7.17470999e+02	4.17638976e-06	4.10292788e-04	2.21304790e-03
7.24056659e+02	3.76638429e-06	3.90050741e-04	2.11697653e-03
7.30702770e+02	3.35261538e-06	3.71141834e-04	2.02600405e-03
7.37409884e+02	2.93907137e-06	3.52685548e-04	1.93666208e-03
7.44178563e+02	2.61837865e-06	3.34059852e-04	1.84650005e-03
7.51009372e+02	2.31490648e-06	3.16027166e-04	1.75854176e-03
7.57902881e+02	2.04295641e-06	2.99128797e-04	1.67493369e-03
7.64859665e+02	1.80189617e-06	2.83349746e-04	1.59411054e-03
7.71880306e+02	1.57474731e-06	2.67968413e-04	1.51429353e-03
7.78965389e+02	1.40097452e-06	2.52445894e-04	1.44058517e-03
7.86115506e+02	1.22560667e-06	2.37416582e-04	1.36620023e-03
7.93331253e+02	1.04862913e-06	2.23362421e-04	1.29113252e-03
8.00613234e+02	9.04808069e-07	2.09915151e-04	1.22014805e-03
8.07962057e+02	7.75905789e-07	1.96694526e-04	1.15072275e-03
8.15378334e+02	6.80644032e-07	1.84326630e-04	1.08480265e-03
8.22862685e+02	5.84507868e-07	1.72182474e-04	1.01972672e-03
8.30415735e+02	4.87489271e-07	1.60534774e-04	9.56665759e-04
8.38038114e+02	4.10640166e-07	1.49392292e-04	8.95694052e-04
8.45730459e+02	3.42942660e-07	1.38441965e-04	8.35447050e-04
8.53493411e+02	2.89629338e-07	1.28216241e-04	7.78293587e-04
8.61327620e+02	2.40239177e-07	1.18174075e-04	7.21849777e-04
8.69233740e+02	1.98585586e-07	1.08554640e-04	6.67178742e-04
8.77212429e+02	1.63529852e-07	9.93574007e-05	6.14311239e-04
8.85264354e+02	1.31527421e-07	9.03239412e-05	5.62080279e-04
8.93390189e+02	1.07359479e-07	8.19032786e-05	5.12581835e-04
9.01590610e+02	8.52187153e-08	7.36332269e-05	4.63690094e-04
9.09866303e+02	6.71738826e-08	6.57229200e-05	4.16377849e-04
9.18217958e+02	5.24147555e-08	5.83499367e-05	3.70627619e-04
9.26646273e+02	3.92112440e-08	5.12034987e-05	3.25439197e-04
9.35151951e+02	2.97948257e-08	4.39914635e-05	2.82633688e-04
9.43735703e+02	2.12932649e-08	3.70042935e-05	2.40342209e-04
9.52398246e+02	1.46854839e-08	3.05261736e-05	1.99448555e-04
9.61140301e+02	9.48629392e-09	2.43360914e-05	1.59910294e-04
9.69962600e+02	4.96997368e-09	1.82619878e-05	1.20869744e-04
