# W [GeV]    S_gg [GeV^-1]
1.000000e+01    1.392336e-03
1.015366e+01    1.358899e-03
1.030968e+01    1.328867e-03
1.046809e+01    1.299987e-03
1.062894e+01    1.271040e-03
1.079226e+01    1.242120e-03
1.095810e+01    1.213175e-03
1.112648e+01    1.186338e-03
1.129744e+01    1.158903e-03
1.147104e+01    1.133812e-03
1.164730e+01    1.106499e-03
1.182627e+01    1.082156e-03
1.200799e+01    1.057229e-03
1.219250e+01    1.033490e-03
1.237985e+01    1.009865e-03
1.257007e+01    9.862953e-04
1.276322e+01    9.634353e-04
1.295934e+01    9.415236e-04
1.315847e+01    9.194054e-04
1.336066e+01    8.987099e-04
1.356595e+01    8.789394e-04
1.398606e+01    8.383510e-04
1.420097e+01    8.186432e-04
1.441917e+01    8.001701e-04
1.486570e+01    7.630116e-04
1.509413e+01    7.453522e-04
1.532606e+01    7.273114e-04
1.556155e+01    7.107863e-04
1.580067e+01    6.949910e-04
1.628998e+01    6.625966e-04
1.679444e+01    6.320584e-04
1.705250e+01    6.168470e-04
1.731453e+01    6.024503e-04
1.758058e+01    5.879795e-04
1.785072e+01    5.741190e-04
1.812501e+01    5.609205e-04
1.840351e+01    5.476810e-04
1.868629e+01    5.346668e-04
1.897342e+01    5.219093e-04
1.926496e+01    5.096026e-04
1.956099e+01    4.976271e-04
1.986155e+01    4.858811e-04
2.016674e+01    4.741454e-04
2.047662e+01    4.633035e-04
2.079126e+01    4.520601e-04
2.111073e+01    4.409624e-04
2.143512e+01    4.305103e-04
2.176448e+01    4.202133e-04
2.209891e+01    4.102160e-04
2.243848e+01    4.004379e-04
2.278326e+01    3.905160e-04
2.313334e+01    3.812933e-04
2.384973e+01    3.634783e-04
2.421620e+01    3.543670e-04
2.496612e+01    3.376076e-04
2.534974e+01    3.294207e-04
2.573926e+01    3.213418e-04
2.613476e+01    3.137005e-04
2.653634e+01    3.059477e-04
2.735811e+01    2.912424e-04
2.777849e+01    2.841462e-04
2.907878e+01    2.638517e-04
2.952560e+01    2.570488e-04
2.997928e+01    2.508676e-04
3.043993e+01    2.445882e-04
3.090767e+01    2.386793e-04
3.138259e+01    2.327904e-04
3.186480e+01    2.269648e-04
3.235443e+01    2.214422e-04
3.335637e+01    2.105371e-04
3.386892e+01    2.053685e-04
3.438934e+01    2.001920e-04
3.491776e+01    1.952570e-04
3.545430e+01    1.903513e-04
3.599908e+01    1.854676e-04
3.655223e+01    1.809506e-04
3.711389e+01    1.762913e-04
3.768417e+01    1.718158e-04
3.944814e+01    1.593503e-04
4.005429e+01    1.551469e-04
4.066975e+01    1.511882e-04
4.129467e+01    1.474191e-04
4.192920e+01    1.436996e-04
4.257347e+01    1.400280e-04
4.322765e+01    1.364315e-04
4.389187e+01    1.330199e-04
4.456630e+01    1.295973e-04
4.525110e+01    1.263048e-04
4.594642e+01    1.229473e-04
4.665242e+01    1.198813e-04
4.736927e+01    1.167728e-04
