# W [GeV]    S_gg [GeV^-1]
1.015366e+01    1.471254e-03
1.030968e+01    1.437272e-03
1.062894e+01    1.372425e-03
1.079226e+01    1.340961e-03
1.095810e+01    1.310372e-03
1.112648e+01    1.280209e-03
1.129744e+01    1.251060e-03
1.147104e+01    1.222470e-03
1.164730e+01    1.194905e-03
1.182627e+01    1.166774e-03
1.200799e+01    1.140360e-03
1.219250e+01    1.113716e-03
1.237985e+01    1.087720e-03
1.257007e+01    1.062954e-03
1.276322e+01    1.038427e-03
1.295934e+01    1.014043e-03
1.336066e+01    9.673849e-04
1.356595e+01    9.449414e-04
1.377440e+01    9.228340e-04
1.398606e+01    9.010242e-04
1.420097e+01    8.799366e-04
1.441917e+01    8.598260e-04
1.464074e+01    8.387180e-04
1.486570e+01    8.194719e-04
1.509413e+01    8.000637e-04
1.532606e+01    7.811183e-04
1.556155e+01    7.625736e-04
1.580067e+01    7.448458e-04
1.628998e+01    7.099711e-04
1.654029e+01    6.930342e-04
1.679444e+01    6.766213e-04
1.705250e+01    6.603375e-04
1.731453e+01    6.444025e-04
1.758058e+01    6.288725e-04
1.785072e+01    6.136454e-04
1.812501e+01    5.990791e-04
1.840351e+01    5.845812e-04
1.868629e+01    5.704767e-04
1.897342e+01    5.566320e-04
1.926496e+01    5.434508e-04
1.956099e+01    5.301144e-04
1.986155e+01    5.172383e-04
2.016674e+01    5.043536e-04
2.047662e+01    4.923727e-04
2.079126e+01    4.800205e-04
2.111073e+01    4.683985e-04
2.143512e+01    4.570025e-04
2.176448e+01    4.455856e-04
2.209891e+01    4.347209e-04
2.243848e+01    4.237696e-04
2.278326e+01    4.135079e-04
2.313334e+01    4.032792e-04
2.348881e+01    3.928862e-04
2.384973e+01    3.832885e-04
2.421620e+01    3.738476e-04
2.458830e+01    3.645705e-04
2.496612e+01    3.550797e-04
2.534974e+01    3.464183e-04
2.573926e+01    3.377504e-04
2.613476e+01    3.293430e-04
2.653634e+01    3.208176e-04
2.694409e+01    3.126117e-04
2.735811e+01    3.046991e-04
2.777849e+01    2.970921e-04
2.863872e+01    2.820681e-04
2.907878e+01    2.748533e-04
2.952560e+01    2.677202e-04
2.997928e+01    2.608265e-04
3.043993e+01    2.542606e-04
3.138259e+01    2.412845e-04
3.186480e+01    2.348818e-04
3.235443e+01    2.288779e-04
3.335637e+01    2.171014e-04
3.386892e+01    2.113818e-04
3.491776e+01    2.003937e-04
3.545430e+01    1.950028e-04
3.599908e+01    1.899303e-04
3.655223e+01    1.849141e-04
3.711389e+01    1.799563e-04
3.768417e+01    1.752343e-04
3.826321e+01    1.704977e-04
3.885116e+01    1.659178e-04
3.944814e+01    1.614904e-04
4.005429e+01    1.571486e-04
4.066975e+01    1.528732e-04
4.129467e+01    1.487642e-04
4.192920e+01    1.447278e-04
4.257347e+01    1.407629e-04
4.322765e+01    1.369136e-04
4.389187e+01    1.331845e-04
4.456630e+01    1.295397e-04
4.525110e+01    1.259453e-04
4.594642e+01    1.225397e-04
4.665242e+01    1.191260e-04
4.736927e+01    1.157904e-04
4.809713e+01    1.125270e-04
4.883618e+01    1.093980e-04
4.958659e+01    1.063741e-04
5.034853e+01    1.033906e-04
5.190770e+01    9.762487e-05
5.270530e+01    9.484021e-05
5.351516e+01    9.211031e-05
5.433746e+01    8.951453e-05
5.602016e+01    8.447354e-05
5.688096e+01    8.200531e-05
5.864242e+01    7.733978e-05
5.954351e+01    7.509020e-05
6.045844e+01    7.291005e-05
6.138743e+01    7.076024e-05
6.233070e+01    6.868906e-05
6.328846e+01    6.665065e-05
6.426093e+01    6.467196e-05
6.524835e+01    6.277153e-05
6.625094e+01    6.091145e-05
6.726894e+01    5.909456e-05
6.830258e+01    5.732105e-05
6.935210e+01    5.559590e-05
7.041775e+01    5.390790e-05
7.149977e+01    5.227414e-05
7.371395e+01    4.911852e-05
7.484662e+01    4.762549e-05
7.716444e+01    4.472374e-05
7.955404e+01    4.198973e-05
8.077645e+01    4.067227e-05
8.201764e+01    3.939873e-05
8.327791e+01    3.814645e-05
8.717608e+01    3.462054e-05
8.851561e+01    3.352092e-05
8.987572e+01    3.244231e-05
9.125673e+01    3.139113e-05
9.265896e+01    3.038192e-05
9.408273e+01    2.938906e-05
9.848668e+01    2.658456e-05
1.000000e+02    2.570588e-05
1.015366e+02    2.485243e-05
1.030968e+02    2.402062e-05
1.046809e+02    2.321355e-05
1.062894e+02    2.242615e-05
1.079226e+02    2.166798e-05
1.095810e+02    2.092367e-05
1.112648e+02    2.020928e-05
1.147104e+02    1.884536e-05
1.200799e+02    1.693830e-05
1.219250e+02    1.634141e-05
1.237985e+02    1.576331e-05
1.257007e+02    1.519930e-05
1.276322e+02    1.465819e-05
1.295934e+02    1.412918e-05
1.336066e+02    1.312591e-05
1.356595e+02    1.264573e-05
1.377440e+02    1.218408e-05
1.420097e+02    1.129864e-05
1.441917e+02    1.087187e-05
1.464074e+02    1.046762e-05
1.486570e+02    1.007285e-05
1.509413e+02    9.691867e-06
1.532606e+02    9.321419e-06
1.556155e+02    8.964682e-06
1.580067e+02    8.618451e-06
1.604346e+02    8.284533e-06
1.628998e+02    7.959839e-06
1.654029e+02    7.647130e-06
1.679444e+02    7.347717e-06
1.705250e+02    7.054353e-06
1.731453e+02    6.770555e-06
1.758058e+02    6.498610e-06
1.785072e+02    6.235199e-06
1.812501e+02    5.982634e-06
1.840351e+02    5.736892e-06
1.956099e+02    4.839526e-06
1.986155e+02    4.634042e-06
2.016674e+02    4.435623e-06
2.047662e+02    4.247321e-06
2.079126e+02    4.062219e-06
2.111073e+02    3.886190e-06
