# W [GeV]    S_gg [GeV^-1]
1.000000e+01    1.236826e-03
1.030968e+01    1.177601e-03
1.046809e+01    1.149404e-03
1.062894e+01    1.122071e-03
1.079226e+01    1.094750e-03
1.129744e+01    1.017211e-03
1.147104e+01    9.922802e-04
1.164730e+01    9.682588e-04
1.182627e+01    9.446244e-04
1.200799e+01    9.219362e-04
1.219250e+01    8.990432e-04
1.237985e+01    8.768513e-04
1.257007e+01    8.553797e-04
1.276322e+01    8.349034e-04
1.315847e+01    7.941316e-04
1.336066e+01    7.744359e-04
1.356595e+01    7.555278e-04
1.377440e+01    7.365993e-04
1.398606e+01    7.186576e-04
1.420097e+01    7.005560e-04
1.441917e+01    6.833545e-04
1.464074e+01    6.660279e-04
1.486570e+01    6.492503e-04
1.509413e+01    6.332017e-04
1.532606e+01    6.170136e-04
1.556155e+01    6.019563e-04
1.604346e+01    5.721100e-04
1.628998e+01    5.576451e-04
1.679444e+01    5.297867e-04
1.705250e+01    5.165468e-04
1.731453e+01    5.035315e-04
1.758058e+01    4.906695e-04
1.785072e+01    4.782520e-04
1.812501e+01    4.660433e-04
1.840351e+01    4.542824e-04
1.868629e+01    4.425746e-04
1.897342e+01    4.311233e-04
1.926496e+01    4.201174e-04
1.956099e+01    4.093555e-04
1.986155e+01    3.987301e-04
2.016674e+01    3.884414e-04
2.047662e+01    3.785691e-04
2.079126e+01    3.686500e-04
2.111073e+01    3.592666e-04
2.143512e+01    3.498349e-04
2.176448e+01    3.405940e-04
2.209891e+01    3.318746e-04
2.243848e+01    3.231640e-04
2.313334e+01    3.065629e-04
2.348881e+01    2.983591e-04
2.384973e+01    2.905017e-04
2.421620e+01    2.829079e-04
2.458830e+01    2.753521e-04
2.496612e+01    2.680392e-04
2.573926e+01    2.540232e-04
2.653634e+01    2.406511e-04
2.694409e+01    2.342544e-04
2.735811e+01    2.280645e-04
2.777849e+01    2.220822e-04
2.820533e+01    2.158878e-04
2.863872e+01    2.101083e-04
2.952560e+01    1.989699e-04
2.997928e+01    1.934383e-04
3.043993e+01    1.882544e-04
3.090767e+01    1.831546e-04
3.138259e+01    1.781083e-04
3.186480e+01    1.733198e-04
3.235443e+01    1.684798e-04
3.335637e+01    1.593174e-04
3.386892e+01    1.549572e-04
3.491776e+01    1.464584e-04
3.545430e+01    1.424465e-04
3.599908e+01    1.384270e-04
3.655223e+01    1.345946e-04
3.711389e+01    1.307637e-04
3.826321e+01    1.235594e-04
3.885116e+01    1.200713e-04
3.944814e+01    1.166656e-04
4.005429e+01    1.133463e-04
4.066975e+01    1.101784e-04
4.129467e+01    1.069666e-04
4.192920e+01    1.039133e-04
4.322765e+01    9.809774e-05
4.389187e+01    9.522381e-05
4.456630e+01    9.249150e-05
4.525110e+01    8.982976e-05
4.594642e+01    8.721212e-05
4.665242e+01    8.466190e-05
4.736927e+01    8.224469e-05
4.809713e+01    7.978459e-05
4.883618e+01    7.748046e-05
4.958659e+01    7.517774e-05
5.034853e+01    7.297664e-05
5.190770e+01    6.868352e-05
5.270530e+01    6.667320e-05
5.351516e+01    6.467220e-05
5.433746e+01    6.275778e-05
5.517240e+01    6.086341e-05
5.602016e+01    5.903246e-05
5.688096e+01    5.726197e-05
5.775498e+01    5.552026e-05
5.864242e+01    5.382035e-05
5.954351e+01    5.219475e-05
6.045844e+01    5.058702e-05
6.138743e+01    4.903816e-05
6.233070e+01    4.752643e-05
6.328846e+01    4.606976e-05
6.426093e+01    4.464941e-05
6.524835e+01    4.326320e-05
6.625094e+01    4.190002e-05
6.726894e+01    4.059958e-05
6.830258e+01    3.933153e-05
6.935210e+01    3.809284e-05
7.041775e+01    3.689175e-05
7.149977e+01    3.572019e-05
7.259842e+01    3.459443e-05
7.371395e+01    3.348613e-05
7.484662e+01    3.243115e-05
7.599669e+01    3.136676e-05
7.716444e+01    3.036340e-05
7.835013e+01    2.938500e-05
7.955404e+01    2.842124e-05
8.077645e+01    2.750661e-05
8.201764e+01    2.659504e-05
8.585683e+01    2.404930e-05
8.851561e+01    2.249002e-05
8.987572e+01    2.173232e-05
9.125673e+01    2.099798e-05
9.265896e+01    2.029417e-05
9.408273e+01    1.960595e-05
9.552839e+01    1.895081e-05
9.848668e+01    1.766486e-05
1.000000e+02    1.705894e-05
1.030968e+02    1.590614e-05
1.046809e+02    1.535305e-05
1.062894e+02    1.480544e-05
1.079226e+02    1.429271e-05
1.095810e+02    1.379012e-05
1.112648e+02    1.329399e-05
1.129744e+02    1.282221e-05
1.147104e+02    1.236655e-05
1.164730e+02    1.192291e-05
1.182627e+02    1.149008e-05
1.200799e+02    1.107604e-05
1.219250e+02    1.067033e-05
1.237985e+02    1.028072e-05
1.257007e+02    9.905042e-06
1.276322e+02    9.534043e-06
1.295934e+02    9.182075e-06
1.315847e+02    8.841172e-06
1.336066e+02    8.508655e-06
1.356595e+02    8.186778e-06
1.377440e+02    7.879809e-06
1.398606e+02    7.578617e-06
1.420097e+02    7.286826e-06
1.464074e+02    6.737755e-06
1.486570e+02    6.475652e-06
1.509413e+02    6.220943e-06
1.532606e+02    5.977540e-06
1.556155e+02    5.740815e-06
1.604346e+02    5.293685e-06
1.628998e+02    5.080314e-06
1.654029e+02    4.872095e-06
1.705250e+02    4.486705e-06
1.731453e+02    4.301443e-06
1.758058e+02    4.122973e-06
1.785072e+02    3.952291e-06
1.812501e+02    3.786007e-06
1.840351e+02    3.625688e-06
1.868629e+02    3.473623e-06
1.897342e+02    3.324510e-06
1.926496e+02    3.182353e-06
1.956099e+02    3.043965e-06
