# W0 [GeV]	Sigma_LHeC [pb]	Sigma_muLHC [pb]	Sigma_FCCmuh [pb]
7.54909311e+02	2.73878494e-07	3.99667279e-05	2.23972692e-04
7.56474779e+02	2.66323997e-07	3.94971873e-05	2.21649468e-04
7.58043494e+02	2.58753834e-07	3.90266730e-05	2.19321426e-04
7.59615461e+02	2.51167973e-07	3.85551830e-05	2.16988556e-04
7.61190688e+02	2.44542497e-07	3.81173438e-05	2.14743695e-04
7.62769182e+02	2.38184177e-07	3.76885616e-05	2.12520895e-04
7.64350949e+02	2.31812673e-07	3.72588903e-05	2.10293487e-04
7.65935996e+02	2.25427955e-07	3.68283279e-05	2.08061459e-04
7.67524330e+02	2.19029997e-07	3.63968726e-05	2.05824803e-04
7.69115958e+02	2.12618772e-07	3.59645227e-05	2.03583508e-04
7.70710886e+02	2.06194252e-07	3.55312762e-05	2.01337566e-04
7.72309122e+02	2.00396615e-07	3.50971312e-05	1.99157766e-04
7.73910673e+02	1.95487903e-07	3.46620859e-05	1.97073082e-04
7.75515544e+02	1.90569013e-07	3.42261385e-05	1.94984074e-04
7.77123743e+02	1.85639921e-07	3.37892871e-05	1.92890734e-04
7.78735278e+02	1.80700609e-07	3.33515297e-05	1.90793053e-04
7.80350154e+02	1.75751053e-07	3.29128646e-05	1.88691022e-04
7.81968379e+02	1.70791234e-07	3.24732898e-05	1.86584632e-04
7.83589960e+02	1.65821129e-07	3.20351762e-05	1.84473874e-04
7.85214903e+02	1.60840717e-07	3.16372648e-05	1.82358739e-04
7.86843216e+02	1.55849978e-07	3.12385282e-05	1.80239218e-04
7.88474906e+02	1.50848889e-07	3.08389647e-05	1.78115301e-04
7.90109979e+02	1.45837430e-07	3.04385726e-05	1.75986980e-04
7.91748443e+02	1.40815578e-07	3.00373502e-05	1.73854246e-04
7.93390305e+02	1.35783312e-07	2.96352959e-05	1.71717089e-04
7.95035572e+02	1.30740611e-07	2.92324077e-05	1.69575500e-04
7.96684250e+02	1.26630733e-07	2.88472844e-05	1.67545639e-04
7.98336348e+02	1.22929505e-07	2.84695885e-05	1.65562946e-04
7.99991871e+02	1.19220601e-07	2.80911094e-05	1.63576142e-04
8.01650827e+02	1.15504006e-07	2.77118454e-05	1.61585217e-04
8.03313224e+02	1.11779704e-07	2.73317950e-05	1.59590164e-04
8.04979068e+02	1.08047679e-07	2.69509564e-05	1.57590974e-04
8.06648366e+02	1.04307915e-07	2.65693281e-05	1.55587637e-04
8.08321126e+02	1.00890679e-07	2.61954303e-05	1.53615304e-04
8.09997355e+02	9.81300106e-08	2.58378805e-05	1.51709523e-04
8.11677060e+02	9.53636168e-08	2.54795893e-05	1.49799790e-04
8.13360248e+02	9.25914863e-08	2.51205551e-05	1.47886097e-04
8.15046926e+02	8.98136073e-08	2.47607764e-05	1.45968436e-04
8.16737103e+02	8.70299676e-08	2.44002516e-05	1.44046797e-04
8.18430784e+02	8.42405555e-08	2.40389792e-05	1.42121174e-04
8.20127977e+02	8.14453590e-08	2.36769575e-05	1.40191558e-04
8.21828690e+02	7.86443660e-08	2.33379846e-05	1.38357159e-04
8.23532930e+02	7.58375645e-08	2.29990076e-05	1.36521869e-04
8.25240704e+02	7.30249426e-08	2.26593276e-05	1.34682774e-04
8.26952019e+02	7.02064880e-08	2.23189433e-05	1.32839865e-04
8.28666883e+02	6.73821888e-08	2.19778531e-05	1.30993135e-04
8.30385303e+02	6.45520328e-08	2.16360555e-05	1.29142575e-04
8.32107287e+02	6.17160078e-08	2.12935492e-05	1.27288177e-04
8.33832842e+02	5.93985758e-08	2.09645577e-05	1.25490117e-04
8.35561975e+02	5.74114098e-08	2.06439719e-05	1.23726778e-04
8.37294693e+02	5.54201231e-08	2.03227214e-05	1.21959783e-04
8.39031005e+02	5.34247069e-08	2.00008046e-05	1.20189123e-04
8.40770918e+02	5.14251528e-08	1.96782203e-05	1.18414792e-04
8.42514438e+02	4.94214522e-08	1.93549671e-05	1.16636781e-04
8.44261574e+02	4.74135965e-08	1.90310435e-05	1.14855083e-04
8.46012333e+02	4.55104820e-08	1.87120065e-05	1.13093548e-04
8.47766723e+02	4.39315685e-08	1.84090559e-05	1.11400247e-04
8.49524751e+02	4.23493809e-08	1.81054772e-05	1.09703435e-04
8.51286425e+02	4.07639122e-08	1.78012689e-05	1.08003105e-04
8.53051751e+02	3.91751558e-08	1.74964297e-05	1.06299248e-04
8.54820739e+02	3.75831047e-08	1.71909584e-05	1.04591859e-04
8.56593395e+02	3.59877521e-08	1.68848537e-05	1.02880928e-04
8.58369727e+02	3.43890912e-08	1.65781141e-05	1.01166450e-04
8.60149742e+02	3.31098689e-08	1.62895782e-05	9.95297611e-05
8.61933449e+02	3.18686044e-08	1.60028145e-05	9.78999139e-05
8.63720854e+02	3.06247658e-08	1.57154561e-05	9.62666868e-05
8.65511967e+02	2.93783479e-08	1.54275018e-05	9.46300729e-05
8.67306793e+02	2.81293452e-08	1.51389503e-05	9.29900651e-05
8.69105341e+02	2.68777525e-08	1.48498005e-05	9.13466564e-05
8.70907620e+02	2.56235643e-08	1.45600511e-05	8.96998397e-05
8.72713635e+02	2.45240069e-08	1.42803858e-05	8.80964680e-05
8.74523396e+02	2.35632484e-08	1.40097279e-05	8.65318175e-05
8.76336909e+02	2.26004975e-08	1.37385088e-05	8.49639223e-05
8.78154184e+02	2.16357502e-08	1.34667272e-05	8.33927758e-05
8.79975227e+02	2.06690023e-08	1.31943820e-05	8.18183711e-05
8.81800046e+02	1.97002496e-08	1.29214721e-05	8.02407016e-05
8.83628649e+02	1.87294880e-08	1.26479962e-05	7.86597604e-05
8.85461044e+02	1.77969462e-08	1.23771540e-05	7.70899104e-05
8.87297240e+02	1.70644131e-08	1.21218160e-05	7.55889307e-05
8.89137242e+02	1.63303609e-08	1.18659485e-05	7.40848385e-05
8.90981061e+02	1.55947865e-08	1.16095504e-05	7.25776272e-05
8.92828703e+02	1.48576868e-08	1.13526206e-05	7.10672903e-05
8.94680177e+02	1.41190585e-08	1.10951580e-05	6.95538215e-05
8.96535490e+02	1.33788985e-08	1.08371615e-05	6.80372141e-05
8.98394650e+02	1.26372036e-08	1.05786300e-05	6.65174618e-05
9.00257666e+02	1.20504143e-08	1.03343020e-05	6.50612532e-05
9.02124545e+02	1.15002872e-08	1.00930362e-05	6.36181735e-05
9.03995296e+02	1.09490192e-08	9.85127008e-06	6.21721013e-05
9.05869926e+02	1.03966081e-08	9.60900259e-06	6.07230303e-05
9.07748443e+02	9.84305148e-09	9.36623271e-06	5.92709544e-05
9.09630856e+02	9.28834692e-09	9.12295939e-06	5.78158673e-05
9.11517173e+02	8.73249205e-09	8.87918159e-06	5.63577627e-05
9.13407401e+02	8.24350766e-09	8.64613030e-06	5.49322268e-05
9.15301549e+02	7.83871461e-09	8.42666488e-06	5.35483176e-05
9.17199625e+02	7.43308214e-09	8.20674435e-06	5.21615385e-05
9.19101637e+02	7.02660850e-09	7.98636776e-06	5.07718836e-05
9.21007593e+02	6.61929195e-09	7.76553418e-06	4.93793470e-05
9.22917502e+02	6.21113074e-09	7.54424266e-06	4.79839227e-05
9.24831371e+02	5.80212312e-09	7.32249223e-06	4.65856046e-05
9.26749209e+02	5.40214408e-09	7.10028196e-06	4.51907833e-05
9.28671024e+02	5.11036186e-09	6.87761089e-06	4.38636783e-05
9.30596825e+02	4.81797456e-09	6.65447807e-06	4.25338212e-05
9.32526619e+02	4.52498094e-09	6.43088252e-06	4.12012064e-05
9.34460415e+02	4.23137972e-09	6.20682331e-06	3.98658282e-05
9.36398221e+02	3.93716967e-09	5.98229946e-06	3.85276807e-05
9.38340045e+02	3.64234950e-09	5.75731001e-06	3.71867583e-05
9.40285896e+02	3.34691796e-09	5.53185399e-06	3.58430553e-05
9.42235783e+02	3.11631439e-09	5.32355391e-06	3.45502365e-05
9.44189713e+02	2.91043934e-09	5.12161017e-06	3.32754099e-05
9.46147694e+02	2.70413736e-09	4.91924765e-06	3.19979396e-05
9.48109737e+02	2.49740757e-09	4.71646549e-06	3.07178203e-05
9.50075847e+02	2.29024909e-09	4.51326281e-06	2.94350464e-05
9.52046035e+02	2.08266101e-09	4.30963876e-06	2.81496123e-05
9.54020309e+02	1.87464246e-09	4.10559244e-06	2.68615127e-05
9.55998677e+02	1.69060363e-09	3.90649948e-06	2.55968187e-05
9.57981147e+02	1.54942688e-09	3.71651798e-06	2.43756967e-05
9.59967728e+02	1.40795737e-09	3.52614252e-06	2.31520425e-05
9.61958429e+02	1.26619449e-09	3.33537227e-06	2.19258508e-05
9.63953258e+02	1.12413763e-09	3.14420642e-06	2.06971162e-05
9.65952224e+02	9.81786194e-10	2.95264414e-06	1.94658337e-05
9.67955335e+02	8.39139557e-10	2.76068462e-06	1.82319978e-05
9.69962600e+02	6.96197111e-10	2.56832703e-06	1.69956033e-05
