# W0 [GeV]	Sigma_LHeC [pb]	Sigma_muLHC [pb]	Sigma_FCCmuh [pb]
6.69844164e+02	3.07360008e-07	2.01976142e-05	1.04281820e-04
6.71967048e+02	2.96965400e-07	1.98848926e-05	1.02892034e-04
6.74096659e+02	2.87467539e-07	1.95849924e-05	1.01547986e-04
6.76233020e+02	2.78418303e-07	1.92912543e-05	1.00225498e-04
6.78376151e+02	2.69340388e-07	1.89965853e-05	9.88988183e-05
6.80526075e+02	2.60233703e-07	1.87009824e-05	9.75679344e-05
6.82682812e+02	2.51098157e-07	1.84044427e-05	9.62328325e-05
6.84846384e+02	2.43000979e-07	1.81237257e-05	9.49550837e-05
6.87016813e+02	2.35079855e-07	1.78452869e-05	9.36849242e-05
6.89194120e+02	2.27133627e-07	1.75659657e-05	9.24107394e-05
6.91378328e+02	2.19162216e-07	1.72857593e-05	9.11325164e-05
6.93569458e+02	2.11201023e-07	1.70050806e-05	8.98517970e-05
6.95767532e+02	2.04788478e-07	1.67419513e-05	8.86359789e-05
6.97972573e+02	1.98355611e-07	1.64779881e-05	8.74163075e-05
7.00184601e+02	1.91902357e-07	1.62131884e-05	8.61927707e-05
7.02403641e+02	1.85428651e-07	1.59475494e-05	8.49653563e-05
7.04629712e+02	1.78934428e-07	1.56847396e-05	8.37478387e-05
7.06862839e+02	1.72419624e-07	1.54355424e-05	8.25807142e-05
7.09103043e+02	1.65884172e-07	1.51855554e-05	8.14098908e-05
7.11350347e+02	1.59328009e-07	1.49347762e-05	8.02353568e-05
7.13604772e+02	1.52751067e-07	1.46832022e-05	7.90571005e-05
7.15866343e+02	1.46855286e-07	1.44374384e-05	7.79003975e-05
7.18135081e+02	1.42070099e-07	1.42015251e-05	7.67807072e-05
7.20411009e+02	1.37269747e-07	1.39648642e-05	7.56574684e-05
7.22694150e+02	1.32454181e-07	1.37274532e-05	7.45306699e-05
7.24984527e+02	1.27623353e-07	1.34892898e-05	7.34003002e-05
7.27282163e+02	1.22777216e-07	1.32637961e-05	7.23185403e-05
7.29587080e+02	1.17915720e-07	1.30479599e-05	7.12736771e-05
7.31899302e+02	1.13038817e-07	1.28314397e-05	7.02255024e-05
7.34218852e+02	1.08146458e-07	1.26142334e-05	6.91740059e-05
7.36545753e+02	1.03238594e-07	1.23963386e-05	6.81191769e-05
7.38880029e+02	9.91739935e-08	1.21777533e-05	6.70610050e-05
7.41221702e+02	9.53904092e-08	1.19584752e-05	6.59994795e-05
7.43570797e+02	9.15948338e-08	1.17385022e-05	6.49345898e-05
7.45927336e+02	8.77872295e-08	1.15178320e-05	6.38663252e-05
7.48291344e+02	8.39675580e-08	1.12964625e-05	6.27946750e-05
7.50662844e+02	8.07183483e-08	1.10957264e-05	6.18032275e-05
7.53041860e+02	7.75053612e-08	1.08960578e-05	6.08153136e-05
7.55428415e+02	7.42821915e-08	1.06957564e-05	5.98242687e-05
7.57822534e+02	7.10488069e-08	1.04948202e-05	5.88300831e-05
7.60224241e+02	6.78642208e-08	1.02954401e-05	5.78387698e-05
7.62633559e+02	6.51631181e-08	1.01137592e-05	5.68946645e-05
7.65050512e+02	6.24534550e-08	9.93150254e-06	5.59475671e-05
7.67475126e+02	5.97352043e-08	9.74866825e-06	5.49974681e-05
7.69907423e+02	5.70083390e-08	9.56525452e-06	5.40443580e-05
7.72347429e+02	5.44656816e-08	9.38125951e-06	5.31110774e-05
7.74795168e+02	5.23929512e-08	9.19668138e-06	5.22314736e-05
7.77250665e+02	5.03136518e-08	9.01151828e-06	5.13490822e-05
7.79713943e+02	4.82277627e-08	8.82576836e-06	5.04638942e-05
7.82185028e+02	4.61352629e-08	8.63942975e-06	4.95759010e-05
7.84663945e+02	4.40361315e-08	8.46180347e-06	4.86850934e-05
7.87150718e+02	4.19303475e-08	8.29417975e-06	4.77914627e-05
7.89645371e+02	3.98178899e-08	8.12602478e-06	4.68949999e-05
7.92147931e+02	3.76987373e-08	7.95733690e-06	4.59956960e-05
7.94658423e+02	3.55728688e-08	7.78811441e-06	4.50935421e-05
7.97176870e+02	3.38220440e-08	7.62623136e-06	4.42388980e-05
7.99703299e+02	3.22720839e-08	7.46809335e-06	4.34087778e-05
8.02237735e+02	3.07172117e-08	7.30945418e-06	4.25760268e-05
8.04780203e+02	2.91574117e-08	7.15031224e-06	4.17406367e-05
8.07330728e+02	2.75926684e-08	6.99066594e-06	4.09025990e-05
8.09889337e+02	2.63749692e-08	6.84007809e-06	4.01021555e-05
8.12456055e+02	2.52254976e-08	6.69097169e-06	3.93074180e-05
8.15030907e+02	2.40723831e-08	6.54139274e-06	3.85101619e-05
8.17613919e+02	2.29156142e-08	6.39133974e-06	3.77103790e-05
8.20205118e+02	2.17551792e-08	6.24093204e-06	3.69085755e-05
8.22804528e+02	2.05910665e-08	6.10086466e-06	3.61502381e-05
8.25412177e+02	1.94232645e-08	5.96035337e-06	3.53894973e-05
8.28028090e+02	1.82517614e-08	5.81939678e-06	3.46263456e-05
8.30652293e+02	1.70765457e-08	5.67799346e-06	3.38607753e-05
8.33284813e+02	1.59674252e-08	5.53812428e-06	3.31013339e-05
8.35925676e+02	1.51493519e-08	5.40617482e-06	3.23755790e-05
8.38574908e+02	1.43286859e-08	5.27380718e-06	3.16475240e-05
8.41232537e+02	1.35054191e-08	5.14102003e-06	3.09171616e-05
8.43898588e+02	1.26795431e-08	5.00781206e-06	3.01844845e-05
8.46573088e+02	1.19193354e-08	4.87784386e-06	2.94655165e-05
8.49256065e+02	1.12718496e-08	4.75363788e-06	2.87712986e-05
8.51947544e+02	1.06223117e-08	4.62903827e-06	2.80748806e-05
8.54647553e+02	9.97071532e-09	4.50404378e-06	2.73762555e-05
8.57356119e+02	9.31705389e-09	4.37865314e-06	2.66754164e-05
8.60073270e+02	8.74513333e-09	4.25800759e-06	2.59950191e-05
8.62799031e+02	8.23912107e-09	4.14113482e-06	2.53307774e-05
8.65533431e+02	7.73150515e-09	4.02389166e-06	2.46644306e-05
8.68276497e+02	7.22228048e-09	3.90627693e-06	2.39959720e-05
8.71028257e+02	6.71144197e-09	3.78828945e-06	2.33253949e-05
8.73788737e+02	6.28973323e-09	3.67641068e-06	2.26817040e-05
8.76557966e+02	5.89957269e-09	3.56652647e-06	2.20464860e-05
8.79335971e+02	5.50817564e-09	3.45629401e-06	2.14092549e-05
8.82122780e+02	5.11553817e-09	3.34571220e-06	2.07700042e-05
8.84918421e+02	4.72165635e-09	3.23477993e-06	2.01287276e-05
8.87722923e+02	4.41779673e-09	3.13113207e-06	1.95203765e-05
8.90536312e+02	4.12145224e-09	3.02786502e-06	1.89133445e-05
8.93358617e+02	3.82416856e-09	2.92427071e-06	1.83043888e-05
8.96189868e+02	3.52594272e-09	2.82034808e-06	1.76935032e-05
8.99030090e+02	3.23439278e-09	2.71685151e-06	1.70841693e-05
9.01879315e+02	3.01384424e-09	2.62015640e-06	1.65058213e-05
9.04737569e+02	2.79259673e-09	2.52315484e-06	1.59256405e-05
9.07604881e+02	2.57064804e-09	2.42584586e-06	1.53436209e-05
9.10481281e+02	2.34799595e-09	2.32822849e-06	1.47597568e-05
9.13366796e+02	2.14187226e-09	2.23328846e-06	1.41837238e-05
9.16261457e+02	1.98020433e-09	2.14586509e-06	1.36312061e-05
9.19165291e+02	1.81802404e-09	2.05816466e-06	1.30769373e-05
9.22078328e+02	1.65532976e-09	1.97018628e-06	1.25209119e-05
9.25000597e+02	1.49211987e-09	1.88192908e-06	1.19631243e-05
9.27932128e+02	1.35037570e-09	1.79339218e-06	1.14188670e-05
9.30872949e+02	1.23428359e-09	1.70457468e-06	1.08910486e-05
9.33823090e+02	1.11782355e-09	1.61547570e-06	1.03615575e-05
9.36782581e+02	1.00099443e-09	1.52609434e-06	9.83038827e-06
9.39751451e+02	8.83795052e-10	1.43642972e-06	9.29753567e-06
9.42729731e+02	7.89471897e-10	1.35309430e-06	8.78348855e-06
9.45717449e+02	7.08038319e-10	1.27324656e-06	8.27943878e-06
9.48714635e+02	6.26346660e-10	1.19314577e-06	7.77379156e-06
9.51721321e+02	5.44396102e-10	1.11279112e-06	7.26654183e-06
9.54737535e+02	4.62185824e-10	1.03218181e-06	6.75768451e-06
9.57763309e+02	4.01852062e-10	9.56454482e-07	6.27262842e-06
9.60798671e+02	3.46220691e-10	8.81622836e-07	5.79165305e-06
9.63843654e+02	2.90413012e-10	8.06554033e-07	5.30915337e-06
9.66898287e+02	2.34428466e-10	7.31247319e-07	4.82512454e-06
9.69962600e+02	1.78266493e-10	6.55701942e-07	4.33956172e-06
