bin_lower_edge,SM_events,EFT_events
0,922.675,929.331
10,2730,2727
20,3359.88,3353.96
30,2467.79,2480.46
40,962.997,965.909
50,404.432,405.116
60,203.137,205.539
70,116.405,116.803
80,68.7668,69.9791
90,42.9281,44.1853
100,27.0789,28.3298
110,18.5798,20.4249
120,13.164,13.1254
130,9.54589,9.7098
140,6.87213,7.39088
150,23.4494,46.0359
