bin_lower_edge,SM_events,EFT_events
0,8.24734,8.31793
10,106.174,108.861
20,372.383,372.93
30,820.275,824.148
40,1340.94,1347.52
50,1208.87,1206.53
60,926.577,935.66
70,689.532,687.484
80,501.775,504.363
90,368.384,369.455
100,272.192,276.217
110,202.622,205.305
120,151.855,155.16
130,116.632,117.187
140,90.0492,91.6397
150,369.093,703.526
