0.78043E-05 0.32824E-07 0.00000E+01 285063 0 0 14358 0.18370E+10 0.00000E+01 0.78043E-05 0.00000E+01 0.00000E+01 0
1 7.2126e-06 2.8605e-07 2.8043 0.00040774 7.2126e-06
2 7.6202e-06 1.6431e-07 2.1562 0.00075773 7.6202e-06
3 7.9276e-06 8.8343e-08 1.576 0.00060772 7.9276e-06
4 7.5007e-06 2.8425e-07 2.6797 0.00031404 7.5007e-06
5 7.8077e-06 1.7111e-07 2.1915 0.00050001 7.8077e-06
6 7.795e-06 8.3003e-08 1.5059 0.00032521 7.795e-06
7 7.2992e-06 3.031e-07 2.9362 0.00048889 7.2992e-06
8 7.8566e-06 1.4632e-07 1.8624 0.00039705 7.8566e-06
9 7.6904e-06 8.4527e-08 1.5544 0.00049426 7.6904e-06
10 7.6547e-06 3.6924e-07 3.4109 0.00054719 7.6547e-06
11 7.9052e-06 1.5512e-07 1.9623 0.00030366 7.9052e-06
12 7.8316e-06 9.4977e-08 1.7151 0.00095232 7.8316e-06
13 7.6792e-06 4.5836e-07 4.2206 0.0018206 7.6792e-06
14 7.9761e-06 1.6041e-07 2.0111 0.00030644 7.9761e-06
15 7.7642e-06 8.8243e-08 1.6073 0.00081205 7.7642e-06
16 7.9154e-06 3.6598e-07 3.2694 0.00052458 7.9154e-06
17 7.8691e-06 1.551e-07 1.971 0.00059336 7.8691e-06
18 7.7963e-06 8.1802e-08 1.4839 0.00025284 7.7963e-06
19 8.0352e-06 1.7151e-07 2.1344 0.00049293 8.0352e-06
20 7.9061e-06 1.1374e-07 2.0346 0.0015177 7.9061e-06
21 7.8116e-06 5.0518e-08 1.2934 0.00066266 7.8116e-06
<lo_statistics>
<cumulated_time> 199.707247 </cumulated_time>
</lo_statistics>
