# W [GeV]    S_gg [GeV^-1]
1.000000e+01    1.906528e-03
1.015366e+01    1.869663e-03
1.030968e+01    1.830165e-03
1.046809e+01    1.793242e-03
1.062894e+01    1.756836e-03
1.079226e+01    1.720201e-03
1.129744e+01    1.617453e-03
1.164730e+01    1.551573e-03
1.182627e+01    1.519918e-03
1.200799e+01    1.488538e-03
1.219250e+01    1.458343e-03
1.237985e+01    1.427643e-03
1.257007e+01    1.399270e-03
1.276322e+01    1.371141e-03
1.295934e+01    1.343264e-03
1.315847e+01    1.313764e-03
1.336066e+01    1.287471e-03
1.356595e+01    1.261344e-03
1.377440e+01    1.235345e-03
1.398606e+01    1.209759e-03
1.420097e+01    1.185291e-03
1.441917e+01    1.160160e-03
1.464074e+01    1.135902e-03
1.486570e+01    1.112705e-03
1.509413e+01    1.088900e-03
1.532606e+01    1.066698e-03
1.556155e+01    1.044763e-03
1.580067e+01    1.022708e-03
1.604346e+01    1.001012e-03
1.628998e+01    9.806811e-04
1.654029e+01    9.593673e-04
1.705250e+01    9.219638e-04
1.731453e+01    9.011828e-04
1.758058e+01    8.823250e-04
1.785072e+01    8.638475e-04
1.812501e+01    8.458920e-04
1.840351e+01    8.276773e-04
1.868629e+01    8.101312e-04
1.897342e+01    7.931547e-04
1.926496e+01    7.764074e-04
1.956099e+01    7.598036e-04
1.986155e+01    7.438902e-04
2.016674e+01    7.281485e-04
2.047662e+01    7.127326e-04
2.079126e+01    6.977283e-04
2.111073e+01    6.830003e-04
2.143512e+01    6.687250e-04
2.176448e+01    6.542533e-04
2.209891e+01    6.403029e-04
2.243848e+01    6.266984e-04
2.278326e+01    6.130787e-04
2.313334e+01    6.000439e-04
2.348881e+01    5.872814e-04
2.421620e+01    5.620040e-04
2.496612e+01    5.383510e-04
2.534974e+01    5.270760e-04
2.573926e+01    5.156752e-04
2.613476e+01    5.040923e-04
2.653634e+01    4.936688e-04
2.694409e+01    4.829769e-04
2.777849e+01    4.623167e-04
2.820533e+01    4.519585e-04
2.863872e+01    4.421669e-04
2.907878e+01    4.325276e-04
2.952560e+01    4.231591e-04
2.997928e+01    4.140379e-04
3.043993e+01    4.046954e-04
3.090767e+01    3.960207e-04
3.138259e+01    3.872254e-04
3.186480e+01    3.788148e-04
3.235443e+01    3.705830e-04
3.285158e+01    3.623069e-04
3.335637e+01    3.544203e-04
3.386892e+01    3.464935e-04
3.491776e+01    3.313743e-04
3.545430e+01    3.241234e-04
3.599908e+01    3.168697e-04
3.655223e+01    3.099204e-04
3.711389e+01    3.028996e-04
3.826321e+01    2.896212e-04
3.944814e+01    2.767448e-04
4.005429e+01    2.706543e-04
4.066975e+01    2.644410e-04
4.129467e+01    2.585655e-04
4.192920e+01    2.528046e-04
4.257347e+01    2.469954e-04
4.322765e+01    2.416409e-04
4.389187e+01    2.360481e-04
4.456630e+01    2.307010e-04
4.736927e+01    2.103176e-04
4.809713e+01    2.055704e-04
4.958659e+01    1.963779e-04
5.034853e+01    1.917962e-04
5.112217e+01    1.874113e-04
5.190770e+01    1.829662e-04
5.270530e+01    1.787991e-04
5.351516e+01    1.746589e-04
5.517240e+01    1.666532e-04
5.602016e+01    1.627218e-04
5.775498e+01    1.553030e-04
5.954351e+01    1.481301e-04
6.045844e+01    1.446215e-04
6.233070e+01    1.377998e-04
6.328846e+01    1.346906e-04
6.426093e+01    1.315128e-04
6.524835e+01    1.283464e-04
6.625094e+01    1.253811e-04
6.830258e+01    1.194218e-04
6.935210e+01    1.165214e-04
7.041775e+01    1.138175e-04
7.149977e+01    1.111279e-04
7.259842e+01    1.083693e-04
7.484662e+01    1.032304e-04
7.599669e+01    1.007285e-04
7.716444e+01    9.829218e-05
7.835013e+01    9.585838e-05
7.955404e+01    9.351370e-05
8.201764e+01    8.903923e-05
8.327791e+01    8.689446e-05
8.455754e+01    8.472017e-05
8.585683e+01    8.261971e-05
8.717608e+01    8.061557e-05
8.851561e+01    7.858346e-05
8.987572e+01    7.665588e-05
9.125673e+01    7.477831e-05
9.265896e+01    7.291181e-05
9.408273e+01    7.106075e-05
9.552839e+01    6.929900e-05
9.699626e+01    6.756279e-05
9.848668e+01    6.587289e-05
1.000000e+02    6.421004e-05
1.015366e+02    6.259706e-05
1.030968e+02    6.101274e-05
1.046809e+02    5.945196e-05
1.079226e+02    5.645890e-05
1.095810e+02    5.502151e-05
1.112648e+02    5.363620e-05
1.129744e+02    5.222835e-05
1.147104e+02    5.090552e-05
1.164730e+02    4.958205e-05
1.182627e+02    4.828523e-05
1.219250e+02    4.582249e-05
1.237985e+02    4.461876e-05
1.276322e+02    4.231841e-05
1.295934e+02    4.116609e-05
1.315847e+02    4.013786e-05
1.336066e+02    3.905782e-05
1.356595e+02    3.802675e-05
1.377440e+02    3.702405e-05
1.398606e+02    3.602687e-05
1.420097e+02    3.504714e-05
1.441917e+02    3.410831e-05
1.464074e+02    3.321384e-05
1.486570e+02    3.230330e-05
1.509413e+02    3.144280e-05
1.532606e+02    3.058596e-05
1.580067e+02    2.893480e-05
1.604346e+02    2.816308e-05
1.654029e+02    2.661970e-05
1.679444e+02    2.589141e-05
1.705250e+02    2.517462e-05
1.731453e+02    2.448265e-05
1.758058e+02    2.380646e-05
1.785072e+02    2.313230e-05
1.812501e+02    2.249862e-05
1.840351e+02    2.185894e-05
1.868629e+02    2.124514e-05
1.897342e+02    2.064667e-05
1.926496e+02    2.006698e-05
1.956099e+02    1.950281e-05
1.986155e+02    1.893939e-05
2.016674e+02    1.840062e-05
2.047662e+02    1.787275e-05
2.079126e+02    1.735661e-05
2.111073e+02    1.686138e-05
2.143512e+02    1.637262e-05
2.176448e+02    1.589943e-05
2.209891e+02    1.543545e-05
2.243848e+02    1.498456e-05
2.313334e+02    1.412086e-05
