# W [GeV]    S_gg [GeV^-1]
1.000000e+01    1.504039e-03
1.015366e+01    1.470443e-03
1.030968e+01    1.436858e-03
1.046809e+01    1.404557e-03
1.062894e+01    1.373295e-03
1.079226e+01    1.341073e-03
1.095810e+01    1.310114e-03
1.112648e+01    1.280584e-03
1.129744e+01    1.251544e-03
1.147104e+01    1.223126e-03
1.164730e+01    1.194084e-03
1.182627e+01    1.166553e-03
1.200799e+01    1.140299e-03
1.219250e+01    1.113649e-03
1.237985e+01    1.087698e-03
1.276322e+01    1.038540e-03
1.295934e+01    1.014037e-03
1.315847e+01    9.904247e-04
1.336066e+01    9.679271e-04
1.377440e+01    9.226398e-04
1.398606e+01    9.010606e-04
1.420097e+01    8.804473e-04
1.464074e+01    8.398805e-04
1.486570e+01    8.196340e-04
1.532606e+01    7.816367e-04
1.556155e+01    7.627239e-04
1.580067e+01    7.444703e-04
1.654029e+01    6.931351e-04
1.679444e+01    6.762474e-04
1.758058e+01    6.291956e-04
1.785072e+01    6.137231e-04
1.812501e+01    5.988675e-04
1.840351e+01    5.845659e-04
1.868629e+01    5.701750e-04
1.897342e+01    5.569044e-04
1.956099e+01    5.301509e-04
1.986155e+01    5.172981e-04
2.016674e+01    5.043991e-04
2.047662e+01    4.922846e-04
2.079126e+01    4.801635e-04
2.111073e+01    4.684108e-04
2.209891e+01    4.348219e-04
2.243848e+01    4.239894e-04
2.278326e+01    4.134551e-04
2.348881e+01    3.932779e-04
2.384973e+01    3.834368e-04
2.421620e+01    3.739165e-04
2.458830e+01    3.643181e-04
2.496612e+01    3.553904e-04
2.534974e+01    3.464182e-04
2.573926e+01    3.376288e-04
2.613476e+01    3.292298e-04
2.653634e+01    3.209237e-04
2.694409e+01    3.127089e-04
2.735811e+01    3.047127e-04
2.777849e+01    2.970802e-04
2.820533e+01    2.895835e-04
2.863872e+01    2.820570e-04
2.907878e+01    2.749681e-04
2.952560e+01    2.677498e-04
3.043993e+01    2.542849e-04
3.090767e+01    2.477630e-04
3.138259e+01    2.412265e-04
3.186480e+01    2.349287e-04
3.285158e+01    2.230453e-04
3.335637e+01    2.171497e-04
3.386892e+01    2.114736e-04
3.491776e+01    2.005006e-04
3.545430e+01    1.951968e-04
3.599908e+01    1.900336e-04
3.655223e+01    1.849519e-04
3.768417e+01    1.752252e-04
3.826321e+01    1.706222e-04
3.885116e+01    1.659919e-04
3.944814e+01    1.615760e-04
4.005429e+01    1.571353e-04
4.066975e+01    1.529540e-04
4.192920e+01    1.447971e-04
4.257347e+01    1.408507e-04
4.322765e+01    1.370135e-04
4.389187e+01    1.332748e-04
