# W [GeV]    S_gg [GeV^-1]
1.000000e+01    1.502495e-03
1.015366e+01    1.468964e-03
1.030968e+01    1.435538e-03
1.046809e+01    1.402389e-03
1.062894e+01    1.370773e-03
1.079226e+01    1.338074e-03
1.095810e+01    1.308162e-03
1.112648e+01    1.278014e-03
1.129744e+01    1.249020e-03
1.147104e+01    1.219776e-03
1.164730e+01    1.192826e-03
1.182627e+01    1.164974e-03
1.200799e+01    1.137967e-03
1.219250e+01    1.111180e-03
1.237985e+01    1.085758e-03
1.257007e+01    1.060929e-03
1.276322e+01    1.036168e-03
1.295934e+01    1.012085e-03
1.315847e+01    9.879563e-04
1.356595e+01    9.427161e-04
1.377440e+01    9.206786e-04
1.398606e+01    8.985840e-04
1.420097e+01    8.775366e-04
1.441917e+01    8.571696e-04
1.464074e+01    8.369180e-04
1.486570e+01    8.170047e-04
1.509413e+01    7.975057e-04
1.532606e+01    7.784506e-04
1.556155e+01    7.597882e-04
1.604346e+01    7.239454e-04
1.628998e+01    7.068135e-04
1.654029e+01    6.900710e-04
1.679444e+01    6.730725e-04
1.731453e+01    6.413515e-04
1.785072e+01    6.109194e-04
1.812501e+01    5.960470e-04
1.840351e+01    5.813647e-04
1.868629e+01    5.674462e-04
1.897342e+01    5.537463e-04
1.986155e+01    5.139859e-04
2.016674e+01    5.013170e-04
2.047662e+01    4.891260e-04
2.079126e+01    4.771419e-04
2.111073e+01    4.653780e-04
2.143512e+01    4.535350e-04
2.176448e+01    4.425691e-04
2.209891e+01    4.314516e-04
2.243848e+01    4.206798e-04
2.278326e+01    4.100979e-04
2.313334e+01    3.999155e-04
2.348881e+01    3.898317e-04
2.384973e+01    3.801881e-04
2.421620e+01    3.705040e-04
2.458830e+01    3.610592e-04
2.496612e+01    3.520959e-04
2.573926e+01    3.343320e-04
2.613476e+01    3.259698e-04
2.653634e+01    3.175101e-04
2.694409e+01    3.092309e-04
2.735811e+01    3.013264e-04
2.777849e+01    2.936221e-04
2.820533e+01    2.859521e-04
2.863872e+01    2.786420e-04
2.907878e+01    2.714550e-04
2.952560e+01    2.644658e-04
2.997928e+01    2.575112e-04
3.043993e+01    2.507861e-04
3.138259e+01    2.378693e-04
3.186480e+01    2.314892e-04
3.235443e+01    2.253291e-04
3.285158e+01    2.194384e-04
3.386892e+01    2.079614e-04
3.438934e+01    2.023679e-04
3.491776e+01    1.969923e-04
3.545430e+01    1.917462e-04
3.599908e+01    1.865433e-04
3.655223e+01    1.815456e-04
3.711389e+01    1.766070e-04
3.768417e+01    1.718189e-04
3.826321e+01    1.671293e-04
3.885116e+01    1.625934e-04
3.944814e+01    1.581896e-04
4.005429e+01    1.538467e-04
4.129467e+01    1.454541e-04
4.192920e+01    1.415115e-04
4.322765e+01    1.336960e-04
4.389187e+01    1.300084e-04
4.456630e+01    1.263657e-04
4.525110e+01    1.228579e-04
4.594642e+01    1.193821e-04
4.665242e+01    1.159391e-04
4.736927e+01    1.127373e-04
4.809713e+01    1.094403e-04
4.883618e+01    1.063955e-04
4.958659e+01    1.033187e-04
5.034853e+01    1.003640e-04
5.112217e+01    9.749156e-05
5.190770e+01    9.467901e-05
5.270530e+01    9.192820e-05
5.351516e+01    8.927225e-05
5.433746e+01    8.666781e-05
5.602016e+01    8.167627e-05
5.688096e+01    7.927006e-05
5.775498e+01    7.696227e-05
5.864242e+01    7.467035e-05
5.954351e+01    7.245844e-05
