# W [GeV]    S_gg [GeV^-1]
1.000000e+01    1.212616e-03
1.015366e+01    1.185666e-03
1.030968e+01    1.159425e-03
1.046809e+01    1.129636e-03
1.062894e+01    1.105455e-03
1.079226e+01    1.080252e-03
1.095810e+01    1.055747e-03
1.112648e+01    1.030882e-03
1.129744e+01    1.007316e-03
1.164730e+01    9.621533e-04
1.182627e+01    9.388160e-04
1.200799e+01    9.169982e-04
1.219250e+01    8.955536e-04
1.237985e+01    8.757132e-04
1.257007e+01    8.547034e-04
1.295934e+01    8.157860e-04
1.315847e+01    7.970030e-04
1.336066e+01    7.775695e-04
1.356595e+01    7.597021e-04
1.377440e+01    7.419372e-04
1.398606e+01    7.244495e-04
1.420097e+01    7.074284e-04
1.441917e+01    6.906788e-04
1.464074e+01    6.743508e-04
1.486570e+01    6.585976e-04
1.509413e+01    6.431647e-04
1.532606e+01    6.277403e-04
1.604346e+01    5.844597e-04
1.628998e+01    5.704210e-04
1.654029e+01    5.572534e-04
1.679444e+01    5.440128e-04
1.705250e+01    5.313015e-04
1.731453e+01    5.185517e-04
1.785072e+01    4.945851e-04
1.812501e+01    4.824648e-04
1.840351e+01    4.707227e-04
1.868629e+01    4.593724e-04
1.897342e+01    4.481238e-04
1.926496e+01    4.378575e-04
1.986155e+01    4.171621e-04
2.047662e+01    3.971803e-04
2.079126e+01    3.877201e-04
2.111073e+01    3.781728e-04
2.143512e+01    3.691698e-04
2.176448e+01    3.599633e-04
2.209891e+01    3.516072e-04
2.243848e+01    3.430722e-04
2.278326e+01    3.347289e-04
2.313334e+01    3.263615e-04
2.384973e+01    3.107723e-04
2.421620e+01    3.030530e-04
2.458830e+01    2.957014e-04
2.496612e+01    2.885018e-04
2.534974e+01    2.815852e-04
2.573926e+01    2.744638e-04
2.613476e+01    2.676976e-04
2.653634e+01    2.612989e-04
2.694409e+01    2.545947e-04
2.735811e+01    2.482621e-04
2.777849e+01    2.422506e-04
2.907878e+01    2.247912e-04
2.952560e+01    2.190359e-04
2.997928e+01    2.137264e-04
3.043993e+01    2.082704e-04
3.090767e+01    2.032940e-04
3.138259e+01    1.982125e-04
3.186480e+01    1.932699e-04
3.235443e+01    1.883757e-04
3.285158e+01    1.836248e-04
3.335637e+01    1.789802e-04
3.386892e+01    1.746076e-04
3.438934e+01    1.700183e-04
3.599908e+01    1.575074e-04
3.655223e+01    1.534183e-04
3.711389e+01    1.495812e-04
3.826321e+01    1.420576e-04
3.885116e+01    1.384487e-04
3.944814e+01    1.349635e-04
4.005429e+01    1.315809e-04
4.192920e+01    1.216500e-04
4.257347e+01    1.185520e-04
4.322765e+01    1.154859e-04
4.389187e+01    1.124891e-04
4.456630e+01    1.096227e-04
4.525110e+01    1.067817e-04
4.594642e+01    1.039368e-04
4.665242e+01    1.012719e-04
4.736927e+01    9.863812e-05
4.809713e+01    9.607472e-05
4.883618e+01    9.347600e-05
4.958659e+01    9.111902e-05
5.112217e+01    8.635117e-05
5.190770e+01    8.413259e-05
5.270530e+01    8.190669e-05
5.351516e+01    7.975931e-05
5.433746e+01    7.763257e-05
5.602016e+01    7.360834e-05
5.688096e+01    7.166979e-05
5.775498e+01    6.973937e-05
5.864242e+01    6.789533e-05
5.954351e+01    6.604616e-05
6.045844e+01    6.427052e-05
6.138743e+01    6.253591e-05
6.233070e+01    6.090756e-05
6.328846e+01    5.925616e-05
6.426093e+01    5.763500e-05
6.625094e+01    5.458574e-05
6.830258e+01    5.166290e-05
7.041775e+01    4.887840e-05
7.149977e+01    4.752270e-05
7.259842e+01    4.625331e-05
7.371395e+01    4.500703e-05
7.599669e+01    4.252932e-05
7.716444e+01    4.137812e-05
7.835013e+01    4.020361e-05
7.955404e+01    3.912858e-05
8.077645e+01    3.801844e-05
8.327791e+01    3.594591e-05
8.585683e+01    3.393813e-05
8.717608e+01    3.301038e-05
8.851561e+01    3.210979e-05
8.987572e+01    3.116445e-05
9.265896e+01    2.944447e-05
9.408273e+01    2.861692e-05
9.552839e+01    2.780762e-05
9.699626e+01    2.700323e-05
9.848668e+01    2.624467e-05
1.000000e+02    2.548581e-05
1.015366e+02    2.476532e-05
1.030968e+02    2.405443e-05
1.046809e+02    2.336021e-05
1.062894e+02    2.267448e-05
1.079226e+02    2.201275e-05
1.095810e+02    2.139350e-05
1.112648e+02    2.077117e-05
1.129744e+02    2.016813e-05
1.147104e+02    1.957250e-05
1.164730e+02    1.900353e-05
1.182627e+02    1.843907e-05
1.200799e+02    1.790223e-05
1.219250e+02    1.736998e-05
1.237985e+02    1.685861e-05
1.257007e+02    1.636054e-05
1.276322e+02    1.588014e-05
1.295934e+02    1.540019e-05
1.315847e+02    1.495144e-05
1.336066e+02    1.448886e-05
1.356595e+02    1.405582e-05
1.377440e+02    1.363836e-05
1.398606e+02    1.322524e-05
1.420097e+02    1.282213e-05
1.441917e+02    1.243015e-05
1.464074e+02    1.205410e-05
1.486570e+02    1.169684e-05
1.509413e+02    1.133223e-05
1.532606e+02    1.099168e-05
1.556155e+02    1.064896e-05
1.580067e+02    1.031652e-05
1.604346e+02    1.000189e-05
1.654029e+02    9.386969e-06
1.679444e+02    9.094943e-06
1.705250e+02    8.813889e-06
1.731453e+02    8.537216e-06
1.758058e+02    8.264850e-06
1.785072e+02    8.003037e-06
1.812501e+02    7.758016e-06
1.840351e+02    7.503806e-06
1.868629e+02    7.269735e-06
1.897342e+02    7.037768e-06
1.956099e+02    6.588030e-06
1.986155e+02    6.379937e-06
2.016674e+02    6.178234e-06
2.047662e+02    5.972179e-06
2.079126e+02    5.777746e-06
2.111073e+02    5.590047e-06
2.143512e+02    5.405984e-06
2.176448e+02    5.232869e-06
2.209891e+02    5.058217e-06
2.243848e+02    4.890934e-06
2.278326e+02    4.729981e-06
2.313334e+02    4.569630e-06
2.348881e+02    4.417819e-06
2.384973e+02    4.269831e-06
2.421620e+02    4.125378e-06
2.458830e+02    3.985365e-06
2.496612e+02    3.849111e-06
2.573926e+02    3.592576e-06
2.613476e+02    3.469797e-06
2.653634e+02    3.350486e-06
2.694409e+02    3.234810e-06
2.735811e+02    3.121095e-06
2.777849e+02    3.013294e-06
2.820533e+02    2.908784e-06
2.863872e+02    2.805542e-06
2.907878e+02    2.707849e-06
2.952560e+02    2.611462e-06
2.997928e+02    2.520379e-06
3.043993e+02    2.428252e-06
3.090767e+02    2.343994e-06
3.138259e+02    2.258481e-06
3.186480e+02    2.176400e-06
3.235443e+02    2.099344e-06
3.285158e+02    2.022319e-06
3.335637e+02    1.947902e-06
3.386892e+02    1.876664e-06
3.438934e+02    1.807902e-06
3.491776e+02    1.742856e-06
3.545430e+02    1.676519e-06
3.599908e+02    1.613334e-06
