# W [GeV]    S_gg [GeV^-1]
1.000000e+01    2.231957e-03
1.015366e+01    2.187958e-03
1.030968e+01    2.144231e-03
1.079226e+01    2.020243e-03
1.095810e+01    1.975225e-03
1.112648e+01    1.939368e-03
1.129744e+01    1.897793e-03
1.147104e+01    1.861992e-03
1.164730e+01    1.824595e-03
1.182627e+01    1.787358e-03
1.200799e+01    1.751514e-03
1.219250e+01    1.716193e-03
1.237985e+01    1.681482e-03
1.257007e+01    1.646263e-03
1.276322e+01    1.613789e-03
1.295934e+01    1.582429e-03
1.336066e+01    1.518237e-03
1.356595e+01    1.487227e-03
1.377440e+01    1.457671e-03
1.420097e+01    1.399026e-03
1.441917e+01    1.370791e-03
1.464074e+01    1.342703e-03
1.486570e+01    1.314510e-03
1.509413e+01    1.287584e-03
1.556155e+01    1.236447e-03
1.580067e+01    1.210825e-03
1.604346e+01    1.186247e-03
1.628998e+01    1.160855e-03
1.654029e+01    1.137791e-03
1.705250e+01    1.091994e-03
1.731453e+01    1.069629e-03
1.785072e+01    1.025497e-03
1.812501e+01    1.004723e-03
1.840351e+01    9.841581e-04
1.868629e+01    9.637035e-04
1.897342e+01    9.436389e-04
1.926496e+01    9.241896e-04
1.956099e+01    9.050553e-04
1.986155e+01    8.864295e-04
2.016674e+01    8.683379e-04
2.047662e+01    8.507865e-04
2.079126e+01    8.323518e-04
2.111073e+01    8.160063e-04
2.143512e+01    7.985024e-04
2.176448e+01    7.817266e-04
2.209891e+01    7.659873e-04
2.243848e+01    7.493075e-04
2.278326e+01    7.333503e-04
2.313334e+01    7.185640e-04
2.348881e+01    7.034392e-04
2.384973e+01    6.884783e-04
2.421620e+01    6.742348e-04
2.458830e+01    6.599342e-04
2.496612e+01    6.462803e-04
2.534974e+01    6.325566e-04
2.573926e+01    6.194517e-04
2.613476e+01    6.061970e-04
2.653634e+01    5.933219e-04
2.735811e+01    5.685431e-04
2.820533e+01    5.448224e-04
2.863872e+01    5.335346e-04
2.907878e+01    5.220633e-04
2.952560e+01    5.109120e-04
2.997928e+01    5.001699e-04
3.090767e+01    4.788966e-04
3.138259e+01    4.684268e-04
3.186480e+01    4.584730e-04
3.235443e+01    4.488347e-04
3.285158e+01    4.390960e-04
3.335637e+01    4.293003e-04
3.386892e+01    4.205078e-04
3.438934e+01    4.113116e-04
3.491776e+01    4.028224e-04
3.545430e+01    3.936735e-04
3.599908e+01    3.850769e-04
3.655223e+01    3.769089e-04
3.711389e+01    3.688729e-04
3.768417e+01    3.609115e-04
3.826321e+01    3.529033e-04
3.885116e+01    3.453534e-04
3.944814e+01    3.379037e-04
4.005429e+01    3.304192e-04
4.066975e+01    3.229931e-04
4.129467e+01    3.162206e-04
4.192920e+01    3.089431e-04
4.322765e+01    2.957816e-04
4.525110e+01    2.767613e-04
4.594642e+01    2.705433e-04
4.665242e+01    2.645878e-04
4.736927e+01    2.586629e-04
4.958659e+01    2.418812e-04
5.034853e+01    2.363552e-04
5.112217e+01    2.312300e-04
5.270530e+01    2.209702e-04
5.351516e+01    2.159077e-04
5.433746e+01    2.110695e-04
5.517240e+01    2.064604e-04
5.688096e+01    1.970685e-04
5.775498e+01    1.928646e-04
5.864242e+01    1.883638e-04
6.045844e+01    1.799107e-04
6.138743e+01    1.758780e-04
6.233070e+01    1.717374e-04
6.328846e+01    1.679238e-04
6.426093e+01    1.640479e-04
6.524835e+01    1.603077e-04
6.625094e+01    1.565829e-04
6.726894e+01    1.529396e-04
6.830258e+01    1.494907e-04
6.935210e+01    1.460725e-04
7.041775e+01    1.426534e-04
7.259842e+01    1.361781e-04
7.371395e+01    1.329523e-04
7.484662e+01    1.298676e-04
7.599669e+01    1.267712e-04
7.716444e+01    1.238717e-04
7.835013e+01    1.210324e-04
7.955404e+01    1.180162e-04
8.077645e+01    1.152925e-04
8.201764e+01    1.125975e-04
8.455754e+01    1.073344e-04
8.585683e+01    1.048009e-04
8.717608e+01    1.023366e-04
8.851561e+01    9.987164e-05
8.987572e+01    9.747667e-05
9.125673e+01    9.514504e-05
9.408273e+01    9.066427e-05
9.552839e+01    8.847252e-05
9.699626e+01    8.632946e-05
9.848668e+01    8.423447e-05
1.000000e+02    8.221015e-05
1.015366e+02    8.017344e-05
1.030968e+02    7.824406e-05
1.046809e+02    7.635682e-05
1.062894e+02    7.444915e-05
1.079226e+02    7.267037e-05
1.095810e+02    7.086797e-05
1.112648e+02    6.915888e-05
1.129744e+02    6.744862e-05
1.147104e+02    6.581475e-05
1.182627e+02    6.249513e-05
1.200799e+02    6.098096e-05
1.219250e+02    5.945636e-05
1.237985e+02    5.797847e-05
1.257007e+02    5.653661e-05
1.295934e+02    5.372509e-05
1.315847e+02    5.237902e-05
1.336066e+02    5.102068e-05
1.356595e+02    4.975554e-05
1.377440e+02    4.850145e-05
1.398606e+02    4.724780e-05
1.420097e+02    4.603011e-05
1.441917e+02    4.486781e-05
1.486570e+02    4.262844e-05
1.509413e+02    4.150713e-05
1.532606e+02    4.042363e-05
1.556155e+02    3.937929e-05
1.580067e+02    3.836715e-05
1.604346e+02    3.736591e-05
1.628998e+02    3.639190e-05
1.679444e+02    3.450194e-05
1.705250e+02    3.361722e-05
1.731453e+02    3.273406e-05
1.758058e+02    3.187218e-05
1.785072e+02    3.102014e-05
1.812501e+02    3.017947e-05
1.840351e+02    2.938231e-05
1.868629e+02    2.860132e-05
1.956099e+02    2.636728e-05
1.986155e+02    2.565991e-05
2.016674e+02    2.495665e-05
2.047662e+02    2.428014e-05
2.079126e+02    2.362153e-05
2.111073e+02    2.297526e-05
2.143512e+02    2.234479e-05
2.176448e+02    2.173940e-05
2.243848e+02    2.056859e-05
2.313334e+02    1.943585e-05
2.348881e+02    1.889613e-05
2.384973e+02    1.837103e-05
2.421620e+02    1.787539e-05
2.458830e+02    1.737313e-05
2.496612e+02    1.688177e-05
2.534974e+02    1.641070e-05
2.573926e+02    1.593968e-05
2.613476e+02    1.549695e-05
