# W0 [GeV]	Sigma_LHeC [pb]	Sigma_muLHC [pb]	Sigma_FCCmuh [pb]
2.05640571e+02	2.58684555e-02	1.35760202e-01	4.30501521e-01
2.06381985e+02	2.56777139e-02	1.35194898e-01	4.29127618e-01
2.07126072e+02	2.54862846e-02	1.34627556e-01	4.27748761e-01
2.07872842e+02	2.52941652e-02	1.34058169e-01	4.26364932e-01
2.08622304e+02	2.51058165e-02	1.33492987e-01	4.24985061e-01
2.09374469e+02	2.49170396e-02	1.32926120e-01	4.23600718e-01
2.10129345e+02	2.47275821e-02	1.32357209e-01	4.22211384e-01
2.10886943e+02	2.45374416e-02	1.31786247e-01	4.20817041e-01
2.11647272e+02	2.43501078e-02	1.31218547e-01	4.19425550e-01
2.12410342e+02	2.41635289e-02	1.30650979e-01	4.18032269e-01
2.13176164e+02	2.39762773e-02	1.30081366e-01	4.16633964e-01
2.13944747e+02	2.37883506e-02	1.29509698e-01	4.15230618e-01
2.14716101e+02	2.36021950e-02	1.28939895e-01	4.13828547e-01
2.15490235e+02	2.34181055e-02	1.28372424e-01	4.12428502e-01
2.16267161e+02	2.32333524e-02	1.27802908e-01	4.11023410e-01
2.17046888e+02	2.30479331e-02	1.27231338e-01	4.09613251e-01
2.17829427e+02	2.28631151e-02	1.26659838e-01	4.08201635e-01
2.18614786e+02	2.26817578e-02	1.26093199e-01	4.06796716e-01
2.19402977e+02	2.24997466e-02	1.25524518e-01	4.05386732e-01
2.20194010e+02	2.23170792e-02	1.24953787e-01	4.03971664e-01
2.20987895e+02	2.21337533e-02	1.24380997e-01	4.02551494e-01
2.21784642e+02	2.19581315e-02	1.23815653e-01	4.01143041e-01
2.22584262e+02	2.17818892e-02	1.23248284e-01	3.99729535e-01
2.23386764e+02	2.16050114e-02	1.22678870e-01	3.98310933e-01
2.24192160e+02	2.14274960e-02	1.22107403e-01	3.96887216e-01
2.25000460e+02	2.12493405e-02	1.21541539e-01	3.95479581e-01
2.25811674e+02	2.10705428e-02	1.20976041e-01	3.94073532e-01
2.26625813e+02	2.08911004e-02	1.20408505e-01	3.92662414e-01
2.27442887e+02	2.07110110e-02	1.19838922e-01	3.91246208e-01
2.28262906e+02	2.05348318e-02	1.19272849e-01	3.89824896e-01
2.29085883e+02	2.03621616e-02	1.18709791e-01	3.88398460e-01
2.29911826e+02	2.01888689e-02	1.18144704e-01	3.86966881e-01
2.30740748e+02	2.00149514e-02	1.17577579e-01	3.85530141e-01
2.31572658e+02	1.98420907e-02	1.17011622e-01	3.84096924e-01
2.32407567e+02	1.96727931e-02	1.16451609e-01	3.82680175e-01
2.33245486e+02	1.95028850e-02	1.15889577e-01	3.81258318e-01
2.34086427e+02	1.93323644e-02	1.15325519e-01	3.79831335e-01
2.34930399e+02	1.91615253e-02	1.14760006e-01	3.78400317e-01
2.35777414e+02	1.89957079e-02	1.14203450e-01	3.76985242e-01
2.36627483e+02	1.88292925e-02	1.13644887e-01	3.75565064e-01
2.37480617e+02	1.86622772e-02	1.13084311e-01	3.74139767e-01
2.38336827e+02	1.84946598e-02	1.12521713e-01	3.72709331e-01
2.39196124e+02	1.83336789e-02	1.11966696e-01	3.71291931e-01
2.40058519e+02	1.81737864e-02	1.11411893e-01	3.69873614e-01
2.40924023e+02	1.80133175e-02	1.10855089e-01	3.68450183e-01
2.41792647e+02	1.78522700e-02	1.10296278e-01	3.67021620e-01
2.42664403e+02	1.76906418e-02	1.09742535e-01	3.65601389e-01
2.43539303e+02	1.75284309e-02	1.09192020e-01	3.64185985e-01
2.44417356e+02	1.73656352e-02	1.08639521e-01	3.62765478e-01
2.45298576e+02	1.72022525e-02	1.08085029e-01	3.61339849e-01
2.46182972e+02	1.70413563e-02	1.07532791e-01	3.59917489e-01
2.47070557e+02	1.68858936e-02	1.06986876e-01	3.58506441e-01
2.47961343e+02	1.67298705e-02	1.06438994e-01	3.57090305e-01
2.48855340e+02	1.65732848e-02	1.05889135e-01	3.55669064e-01
2.49752560e+02	1.64167475e-02	1.05338570e-01	3.54245280e-01
2.50653014e+02	1.62650717e-02	1.04797308e-01	3.52839217e-01
2.51556716e+02	1.61128491e-02	1.04254095e-01	3.51428083e-01
2.52463675e+02	1.59600777e-02	1.03708923e-01	3.50011863e-01
2.53373905e+02	1.58067554e-02	1.03161786e-01	3.48590536e-01
2.54287416e+02	1.56580732e-02	1.02623976e-01	3.47186613e-01
2.55204221e+02	1.55096696e-02	1.02086000e-01	3.45781164e-01
2.56124331e+02	1.53607310e-02	1.01546084e-01	3.44370647e-01
2.57047759e+02	1.52112553e-02	1.01004221e-01	3.42955045e-01
2.57974516e+02	1.50649948e-02	1.00468594e-01	3.41550854e-01
2.58904614e+02	1.49204397e-02	9.99359049e-02	3.40151424e-01
2.59838065e+02	1.47753634e-02	9.94012955e-02	3.38746948e-01
2.60774882e+02	1.46297640e-02	9.88647587e-02	3.37337409e-01
2.61715077e+02	1.44870680e-02	9.83313952e-02	3.35933360e-01
2.62658661e+02	1.43492199e-02	9.78040978e-02	3.34540786e-01
2.63605648e+02	1.42108748e-02	9.72748993e-02	3.33143191e-01
2.64556048e+02	1.40720309e-02	9.67437929e-02	3.31740557e-01
2.65509875e+02	1.39326865e-02	9.62128439e-02	3.30337148e-01
2.66467142e+02	1.37928396e-02	9.56914442e-02	3.28952367e-01
2.67427859e+02	1.36524885e-02	9.51681647e-02	3.27562594e-01
2.68392040e+02	1.35116315e-02	9.46429986e-02	3.26167809e-01
2.69359698e+02	1.33702665e-02	9.41159390e-02	3.24767996e-01
2.70330844e+02	1.32364947e-02	9.36055743e-02	3.23388784e-01
2.71305491e+02	1.31029826e-02	9.30950724e-02	3.22006947e-01
2.72283653e+02	1.29689891e-02	9.25827299e-02	3.20620128e-01
2.73265341e+02	1.28345126e-02	9.20685402e-02	3.19228310e-01
2.74250569e+02	1.27034858e-02	9.15524967e-02	3.17851050e-01
2.75239348e+02	1.25738491e-02	9.10345926e-02	3.16478093e-01
2.76231693e+02	1.24437450e-02	9.05148213e-02	3.15100185e-01
2.77227615e+02	1.23131718e-02	8.99931760e-02	3.13717310e-01
2.78227129e+02	1.21846680e-02	8.94787641e-02	3.12342227e-01
2.79230245e+02	1.20589136e-02	8.89740242e-02	3.10978346e-01
2.80236979e+02	1.19327057e-02	8.84674646e-02	3.09609548e-01
2.81247342e+02	1.18060428e-02	8.79590786e-02	3.08235814e-01
2.82261347e+02	1.16800829e-02	8.74516838e-02	3.06862922e-01
2.83279009e+02	1.15581776e-02	8.69534394e-02	3.05507607e-01
2.84300340e+02	1.14358327e-02	8.64533986e-02	3.04147405e-01
2.85325353e+02	1.13130468e-02	8.59515550e-02	3.02782300e-01
2.86354061e+02	1.11898181e-02	8.54479021e-02	3.01412272e-01
2.87386479e+02	1.10740832e-02	8.49558659e-02	3.00065639e-01
2.88422619e+02	1.09581952e-02	8.44625027e-02	2.98715095e-01
2.89462494e+02	1.08418894e-02	8.39673609e-02	2.97359681e-01
2.90506119e+02	1.07251643e-02	8.34704338e-02	2.95999380e-01
2.91553506e+02	1.06080183e-02	8.29818777e-02	2.94656124e-01
2.92604669e+02	1.04904500e-02	8.24953122e-02	2.93316128e-01
2.93659623e+02	1.03724578e-02	8.20069924e-02	2.91971302e-01
2.94718380e+02	1.02540402e-02	8.15169120e-02	2.90621627e-01
2.95780954e+02	1.01392429e-02	8.10319537e-02	2.89289285e-01
2.96847359e+02	1.00281915e-02	8.05523276e-02	2.87974958e-01
2.97917609e+02	9.91673971e-03	8.00709722e-02	2.86655891e-01
2.98991717e+02	9.80488612e-03	7.95878813e-02	2.85332069e-01
3.00069698e+02	9.69398958e-03	7.91065697e-02	2.84003474e-01
3.01151566e+02	9.58664295e-03	7.86337458e-02	2.82670089e-01
3.02237334e+02	9.47890929e-03	7.81592172e-02	2.81331897e-01
3.03327017e+02	9.37078721e-03	7.76829777e-02	2.79988880e-01
3.04420629e+02	9.26237626e-03	7.72052876e-02	2.78641911e-01
3.05518183e+02	9.15866835e-03	7.67393129e-02	2.77334970e-01
3.06619695e+02	9.05458653e-03	7.62716581e-02	2.76023317e-01
3.07725178e+02	8.95012945e-03	7.58023173e-02	2.74706935e-01
3.08834646e+02	8.84529577e-03	7.53312843e-02	2.73385807e-01
3.09948115e+02	8.74407130e-03	7.48694841e-02	2.72083740e-01
3.11065598e+02	8.64359339e-03	7.44090661e-02	2.70783620e-01
3.12187110e+02	8.54275322e-03	7.39469882e-02	2.69478813e-01
3.13312666e+02	8.44154948e-03	7.34832443e-02	2.68169301e-01
3.14442280e+02	8.34270688e-03	7.30253646e-02	2.66871804e-01
3.15575966e+02	8.24578593e-03	7.25721317e-02	2.65583613e-01
3.16713740e+02	8.14851555e-03	7.21172647e-02	2.64290778e-01
3.17855616e+02	8.05089447e-03	7.16607577e-02	2.62993282e-01
3.19001609e+02	7.95442276e-03	7.12068095e-02	2.61700616e-01
3.20151733e+02	7.86097962e-03	7.07606807e-02	2.60424670e-01
3.21306004e+02	7.76719959e-03	7.03129434e-02	2.59144124e-01
3.22464437e+02	7.67308144e-03	6.98635919e-02	2.57858961e-01
3.23627046e+02	7.57896191e-03	6.94135951e-02	2.56571347e-01
3.24793848e+02	7.48892939e-03	6.89747436e-02	2.55307677e-01
3.25964855e+02	7.39857227e-03	6.85343099e-02	2.54039451e-01
3.27140085e+02	7.30788937e-03	6.80922882e-02	2.52766652e-01
3.28319552e+02	7.21687953e-03	6.76486728e-02	2.51489264e-01
3.29503271e+02	7.12944846e-03	6.72148463e-02	2.50232720e-01
3.30691258e+02	7.04248142e-03	6.67817271e-02	2.48976721e-01
3.31883529e+02	6.95520083e-03	6.63470464e-02	2.47716194e-01
3.33080098e+02	6.86760556e-03	6.59107984e-02	2.46451123e-01
3.34280981e+02	6.78242467e-03	6.54888251e-02	2.45200026e-01
3.35486193e+02	6.69878406e-03	6.50760535e-02	2.43956962e-01
3.36695751e+02	6.61484189e-03	6.46617938e-02	2.42709415e-01
3.37909670e+02	6.53059708e-03	6.42460405e-02	2.41457371e-01
3.39127965e+02	6.44764470e-03	6.38287882e-02	2.40212048e-01
3.40350653e+02	6.36723930e-03	6.34100316e-02	2.38982269e-01
3.41577749e+02	6.28654401e-03	6.29897652e-02	2.37748057e-01
3.42809270e+02	6.20555778e-03	6.25679835e-02	2.36509394e-01
3.44045230e+02	6.12481224e-03	6.21446812e-02	2.35270063e-01
3.45285647e+02	6.04759284e-03	6.17198527e-02	2.34053474e-01
3.46530535e+02	5.97009504e-03	6.12934926e-02	2.32832499e-01
3.47779912e+02	5.89231783e-03	6.08655952e-02	2.31607121e-01
3.49033794e+02	5.81426020e-03	6.04361551e-02	2.30377326e-01
3.50292196e+02	5.73967059e-03	6.00292687e-02	2.29170507e-01
3.51555135e+02	5.66529757e-03	5.96240362e-02	2.27962885e-01
3.52822628e+02	5.59065640e-03	5.92173426e-02	2.26750910e-01
3.54094690e+02	5.51574611e-03	5.88091828e-02	2.25534565e-01
3.55371339e+02	5.44448095e-03	5.84081540e-02	2.24343437e-01
3.56652591e+02	5.37508546e-03	5.80103521e-02	2.23164094e-01
3.57938462e+02	5.30543977e-03	5.76111160e-02	2.21980499e-01
3.59228969e+02	5.23554298e-03	5.72104405e-02	2.20792636e-01
3.60524128e+02	5.16539419e-03	5.68136730e-02	2.19600491e-01
3.61823958e+02	5.09499248e-03	5.64231487e-02	2.18404047e-01
3.63128473e+02	5.02433694e-03	5.60312164e-02	2.17203290e-01
3.64437692e+02	4.95342667e-03	5.56378710e-02	2.15998204e-01
3.65751632e+02	4.88330291e-03	5.52453271e-02	2.14796786e-01
3.67070308e+02	4.81787299e-03	5.48619030e-02	2.13629068e-01
3.68393739e+02	4.75220717e-03	5.44770966e-02	2.12457140e-01
3.69721941e+02	4.68630459e-03	5.40909028e-02	2.11280987e-01
3.71054932e+02	4.62016442e-03	5.37033166e-02	2.10100593e-01
3.72392729e+02	4.55733369e-03	5.33264308e-02	2.08944344e-01
3.73735350e+02	4.49451489e-03	5.29489993e-02	2.07785834e-01
3.75082811e+02	4.43146960e-03	5.25702070e-02	2.06623148e-01
3.76435130e+02	4.36819701e-03	5.21900490e-02	2.05456270e-01
3.77792324e+02	4.30725230e-03	5.18175112e-02	2.04316855e-01
3.79154412e+02	4.24718497e-03	5.14474894e-02	2.03186926e-01
3.80521411e+02	4.18690107e-03	5.10761336e-02	2.02052923e-01
3.81893338e+02	4.12639983e-03	5.07034389e-02	2.00914831e-01
3.83270212e+02	4.06732181e-03	5.03352508e-02	1.99772637e-01
3.84652050e+02	4.00993788e-03	4.99725328e-02	1.98626324e-01
3.86038870e+02	3.95234706e-03	4.96085072e-02	1.97475878e-01
3.87430689e+02	3.89454861e-03	4.92431690e-02	1.96321285e-01
3.88827527e+02	3.83768230e-03	4.88793230e-02	1.95172889e-01
3.90229401e+02	3.78452725e-03	4.85238116e-02	1.94055927e-01
3.91636330e+02	3.73118055e-03	4.81670185e-02	1.92934939e-01
3.93048331e+02	3.67764151e-03	4.78089390e-02	1.91809909e-01
3.94465422e+02	3.62390944e-03	4.74495685e-02	1.90680823e-01
3.95887623e+02	3.56998366e-03	4.71009191e-02	1.89577596e-01
3.97314952e+02	3.51586344e-03	4.67511496e-02	1.88470733e-01
3.98747426e+02	3.46154811e-03	4.64001191e-02	1.87359880e-01
4.00185066e+02	3.40703694e-03	4.60478230e-02	1.86245021e-01
4.01627888e+02	3.35826069e-03	4.57078113e-02	1.85148632e-01
4.03075912e+02	3.31127185e-03	4.53710601e-02	1.84055734e-01
4.04529157e+02	3.26411360e-03	4.50330948e-02	1.82958896e-01
4.05987642e+02	3.21678533e-03	4.46939110e-02	1.81858104e-01
4.07451385e+02	3.16928642e-03	4.43535043e-02	1.80768700e-01
4.08920405e+02	3.12161625e-03	4.40118703e-02	1.79689882e-01
4.10394722e+02	3.07377422e-03	4.36690046e-02	1.78607174e-01
4.11874354e+02	3.02575970e-03	4.33249027e-02	1.77520562e-01
4.13359321e+02	2.97757207e-03	4.29845714e-02	1.76438265e-01
4.14849642e+02	2.92921070e-03	4.26560832e-02	1.75373539e-01
4.16345335e+02	2.88067498e-03	4.23264107e-02	1.74304973e-01
4.17846422e+02	2.83196426e-03	4.19955496e-02	1.73232555e-01
4.19352920e+02	2.78332434e-03	4.16639685e-02	1.72157458e-01
4.20864850e+02	2.74037752e-03	4.13424540e-02	1.71106766e-01
4.22382231e+02	2.69727586e-03	4.10197802e-02	1.70052285e-01
4.23905083e+02	2.65401880e-03	4.06959431e-02	1.68994003e-01
4.25433425e+02	2.61060578e-03	4.03709384e-02	1.67931905e-01
4.26967278e+02	2.56928029e-03	4.00540771e-02	1.66889523e-01
4.28506661e+02	2.52835628e-03	3.97383584e-02	1.65849158e-01
4.30051593e+02	2.48728472e-03	3.94215014e-02	1.64805043e-01
4.31602096e+02	2.44606508e-03	3.91035020e-02	1.63757163e-01
4.33158189e+02	2.40623062e-03	3.87907694e-02	1.62721897e-01
4.34719892e+02	2.36742996e-03	3.84818324e-02	1.61695481e-01
4.36287226e+02	2.32848941e-03	3.81717817e-02	1.60665365e-01
4.37860211e+02	2.28940846e-03	3.78606131e-02	1.59631534e-01
4.39438867e+02	2.25104310e-03	3.75555309e-02	1.58603434e-01
4.41023215e+02	2.21428857e-03	3.72640701e-02	1.57590941e-01
4.42613274e+02	2.17740152e-03	3.69715585e-02	1.56574798e-01
4.44209067e+02	2.14038147e-03	3.66779923e-02	1.55554991e-01
4.45810613e+02	2.10345676e-03	3.63833676e-02	1.54534152e-01
4.47417933e+02	2.06866058e-03	3.60876807e-02	1.53535771e-01
4.49031048e+02	2.03373896e-03	3.57909277e-02	1.52533791e-01
4.50649979e+02	1.99869142e-03	3.54931049e-02	1.51528198e-01
4.52274747e+02	1.96351753e-03	3.51942082e-02	1.50518980e-01
4.53905373e+02	1.93026214e-03	3.48942339e-02	1.49530453e-01
4.55541878e+02	1.89723463e-03	3.45931781e-02	1.48542499e-01
4.57184284e+02	1.86408805e-03	3.42910369e-02	1.47550983e-01
4.58832610e+02	1.83082197e-03	3.39878063e-02	1.46555892e-01
4.60486880e+02	1.79886038e-03	3.36972580e-02	1.45574471e-01
4.62147114e+02	1.76766645e-03	3.34142003e-02	1.44600209e-01
4.63813333e+02	1.73636005e-03	3.31301221e-02	1.43622435e-01
4.65485560e+02	1.70494078e-03	3.28450196e-02	1.42641135e-01
4.67163816e+02	1.67425049e-03	3.25629361e-02	1.41672123e-01
4.68848123e+02	1.64482217e-03	3.22864308e-02	1.40725409e-01
4.70538502e+02	1.61528776e-03	3.20089286e-02	1.39775281e-01
4.72234976e+02	1.58564686e-03	3.17304259e-02	1.38821729e-01
4.73937567e+02	1.55620438e-03	3.14524196e-02	1.37864738e-01
4.75646295e+02	1.52847971e-03	3.11823759e-02	1.36904297e-01
4.77361185e+02	1.50065507e-03	3.09113586e-02	1.35940393e-01
4.79082257e+02	1.47273013e-03	3.06393643e-02	1.34973014e-01
4.80809534e+02	1.44470450e-03	3.03663892e-02	1.34002147e-01
4.82543039e+02	1.41926276e-03	3.01017670e-02	1.33065906e-01
4.84282794e+02	1.39400663e-03	2.98371552e-02	1.32130228e-01
4.86028821e+02	1.36865944e-03	2.95715893e-02	1.31191177e-01
4.87781144e+02	1.34322086e-03	2.93050660e-02	1.30248740e-01
4.89539784e+02	1.31769057e-03	2.90443577e-02	1.29321169e-01
4.91304765e+02	1.29206823e-03	2.87860615e-02	1.28399289e-01
4.93076109e+02	1.26635351e-03	2.85268341e-02	1.27474086e-01
4.94853840e+02	1.24054608e-03	2.82666720e-02	1.26545547e-01
4.96637980e+02	1.21588791e-03	2.80098985e-02	1.25625268e-01
4.98428553e+02	1.19277513e-03	2.77578909e-02	1.24716943e-01
5.00225581e+02	1.16957902e-03	2.75049747e-02	1.23805343e-01
5.02029088e+02	1.14629928e-03	2.72511466e-02	1.22890456e-01
5.03839098e+02	1.12328219e-03	2.69983333e-02	1.21979978e-01
5.05655633e+02	1.10161378e-03	2.67525808e-02	1.21098054e-01
5.07478718e+02	1.07986724e-03	2.65059422e-02	1.20212951e-01
5.09308376e+02	1.05804229e-03	2.62584143e-02	1.19324657e-01
5.11144630e+02	1.03613866e-03	2.60099941e-02	1.18433159e-01
5.12987505e+02	1.01577142e-03	2.57699285e-02	1.17538448e-01
5.14837023e+02	9.95401502e-04	2.55294026e-02	1.16640511e-01
5.16693211e+02	9.74958146e-04	2.52880095e-02	1.15739337e-01
5.18556090e+02	9.54441083e-04	2.50457461e-02	1.14834913e-01
5.20425686e+02	9.35013711e-04	2.48094240e-02	1.13956191e-01
5.22302023e+02	9.15967364e-04	2.45748915e-02	1.13085528e-01
5.24185124e+02	8.96852348e-04	2.43395134e-02	1.12211726e-01
5.26075015e+02	8.77668415e-04	2.41032867e-02	1.11334773e-01
5.27971719e+02	8.59161384e-04	2.38707264e-02	1.10467422e-01
5.29875262e+02	8.41384690e-04	2.36421544e-02	1.09610577e-01
5.31785668e+02	8.23543903e-04	2.34127584e-02	1.08750644e-01
5.33702962e+02	8.05638793e-04	2.31825353e-02	1.07887610e-01
5.35627168e+02	7.88030014e-04	2.29537413e-02	1.07027823e-01
5.37558311e+02	7.71461014e-04	2.27310288e-02	1.06184375e-01
5.39496418e+02	7.54832276e-04	2.25075132e-02	1.05337886e-01
5.41441512e+02	7.38143586e-04	2.22831919e-02	1.04488345e-01
5.43393618e+02	7.21408222e-04	2.20581492e-02	1.03635987e-01
5.45352763e+02	7.05989279e-04	2.18412216e-02	1.02805670e-01
5.47318971e+02	6.90514744e-04	2.16235118e-02	1.01972359e-01
5.49292269e+02	6.74984417e-04	2.14050171e-02	1.01136043e-01
5.51272680e+02	6.59398097e-04	2.11857347e-02	1.00296712e-01
5.53260232e+02	6.44770329e-04	2.09725168e-02	9.94738044e-02
5.55254950e+02	6.30389012e-04	2.07605513e-02	9.86536639e-02
5.57256859e+02	6.15955845e-04	2.05478216e-02	9.78305666e-02
5.59265987e+02	6.01470641e-04	2.03343249e-02	9.70045017e-02
5.61282357e+02	5.87601234e-04	2.01246959e-02	9.61887491e-02
5.63305998e+02	5.74262214e-04	1.99183401e-02	9.53816026e-02
5.65336935e+02	5.60875102e-04	1.97112403e-02	9.45715460e-02
5.67375194e+02	5.47439724e-04	1.95033938e-02	9.37585689e-02
5.69420801e+02	5.34308750e-04	1.92985430e-02	9.29535821e-02
5.71473784e+02	5.21961495e-04	1.91017747e-02	9.21714164e-02
5.73534169e+02	5.09569723e-04	1.89042969e-02	9.13864308e-02
5.75601982e+02	4.97133274e-04	1.87061072e-02	9.05986149e-02
5.77677251e+02	4.84720498e-04	1.85072028e-02	8.98079587e-02
5.79760001e+02	4.73313795e-04	1.83075814e-02	8.90144519e-02
5.81850261e+02	4.61865968e-04	1.81072403e-02	8.82180842e-02
5.83948057e+02	4.50376866e-04	1.79061768e-02	8.74188452e-02
5.86053416e+02	4.38846342e-04	1.77043884e-02	8.66167247e-02
5.88166366e+02	4.28148168e-04	1.75121492e-02	8.58423450e-02
5.90286934e+02	4.17598091e-04	1.73214120e-02	8.50717163e-02
5.92415147e+02	4.07009976e-04	1.71299870e-02	8.42983093e-02
5.94551034e+02	3.96383687e-04	1.69378720e-02	8.35221138e-02
5.96694621e+02	3.86304966e-04	1.67497421e-02	8.27573013e-02
5.98845936e+02	3.76602623e-04	1.65642293e-02	8.19997213e-02
6.01005008e+02	3.66865299e-04	1.63780476e-02	8.12394099e-02
6.03171865e+02	3.57092868e-04	1.61911946e-02	8.04763573e-02
6.05346533e+02	3.47613302e-04	1.60064415e-02	7.97187645e-02
6.07529042e+02	3.38709848e-04	1.58261812e-02	7.89737132e-02
6.09719420e+02	3.29774293e-04	1.56452711e-02	7.82259758e-02
6.11917695e+02	3.20806522e-04	1.54637087e-02	7.74755424e-02
6.14123896e+02	3.11905914e-04	1.52823646e-02	7.67250283e-02
6.16338051e+02	3.03755986e-04	1.51072346e-02	7.59924592e-02
6.18560188e+02	2.95576674e-04	1.49314731e-02	7.52572489e-02
6.20790338e+02	2.87367872e-04	1.47550780e-02	7.45193879e-02
6.23028528e+02	2.79129475e-04	1.45780469e-02	7.37788666e-02
6.25274787e+02	2.71586642e-04	1.44069857e-02	7.30560046e-02
6.27529146e+02	2.64119621e-04	1.42362462e-02	7.23334236e-02
6.29791632e+02	2.56625678e-04	1.40648912e-02	7.16082375e-02
6.32062275e+02	2.49104717e-04	1.38929183e-02	7.08804368e-02
6.34341105e+02	2.42052105e-04	1.37250369e-02	7.01646818e-02
6.36628150e+02	2.35254809e-04	1.35592198e-02	6.94546584e-02
6.38923442e+02	2.28433005e-04	1.33928049e-02	6.87420751e-02
6.41227009e+02	2.21586607e-04	1.32257899e-02	6.80269227e-02
